Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
55	NCT01329718	Specimens for Septin 9 Performance	SPR0012	Completed	No Results Available	Colorectal Cancer	Other: Blood Sample	Effectiveness of the Epi proColon test	Epigenomics, Inc	All	50 Years and older   (Adult, Older Adult)	Early Phase 1	562	Industry	Interventional	Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Diagnostic	Epigenomics_SPR0012	May 2011	December 2012	December 2012	April 6, 2011		August 4, 2014			https://ClinicalTrials.gov/show/NCT01329718
56	NCT03361800	Window of Opportunity Trial of Entinostat in Patients With Newly Diagnosed Stage I-IIIC,TNBC		Recruiting	No Results Available	Breast Cancer|Invasive Breast Cancer|ER-Negative PR-Negative HER2-Negative Breast Cancer	Drug: Entinostat	Decrease in Ki-67 mRNA following treatment with entinostat across TNBC breast cancers|mRNA gene expression changes following treatment with entinostat, across TNBC|Changes in the proliferation signature by mRNA expression following treatment with entinostat across TNBC|Differential kinome activation before and after treatment with entinostat across TNBC|Correlation of mutation and/or copy number variations by whole exome sequencing (WES) with mRNA gene expression changes and reduction of proliferation signature following treatment with entinostat across TNBC.|Correlation of protein lysine hyperacetylation in peripheral blood and tumor from pre- and post-entinostat treated TNBCs|Percentage of participants with treatment related adverse events	UNC Lineberger Comprehensive Cancer Center|Syndax Pharmaceuticals|National Cancer Institute (NCI)	Female	18 Years and older   (Adult, Older Adult)	Early Phase 1	20	Other|Industry|NIH	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	LCCC 1639|P50CA058223	November 28, 2018	January 15, 2020	February 15, 2020	December 5, 2017		April 16, 2019	Lineberger Comprehensive Cancer Center at University of North Carolina, Chapel Hill, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT03361800
57	NCT01676792	SR-T100 Gel Efficacy & Safety Study for Vulva Pre-cancerous Lesions & Cutaneous Condyloma		Completed	No Results Available	Vulvar Intraepithelial Neoplasia|Genital Warts	Drug: SR-T100 gel with 2.3% of SM in Solanum undatum plant extract	Patients achieve greater than or equal to 75% lesion size reduction|Total clearance rate|Partial clearance rate	National Cheng-Kung University Hospital|G&E Herbal Biotechnology Co., LTD	All	20 Years and older   (Adult, Older Adult)	Early Phase 1	29	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	100CT221	April 2011	April 2013	October 2013	August 31, 2012		April 22, 2014	National Cheng Kung University Hospital, Tainan, Taiwan		https://ClinicalTrials.gov/show/NCT01676792
58	NCT01467310	Defining the Triple Negative Breast Cancer Kinome Response to GSK1120212		Completed	No Results Available	Breast Cancer	Drug: GSK1120212	the number and type of kinases in participant tissue sample prior to administration of drug compared to post-treatment.|the number and type of kinases that produce a compensatory response to MEK inhibitor|the number of participants with adverse events	UNC Lineberger Comprehensive Cancer Center|GlaxoSmithKline|National Cancer Institute (NCI)|Susan G. Komen Breast Cancer Foundation	Female	18 Years and older   (Adult, Older Adult)	Early Phase 1	15	Other|Industry|NIH	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	LCCC 1122|11-1689|CA058223	January 2012	April 2016	April 2016	November 8, 2011		March 13, 2017	Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT01467310
59	NCT00405366	Sorafenib in Treating Patients Undergoing Surgery for Stage II, Stage III, or Stage IV Kidney Cancer	NRR	Completed	No Results Available	Kidney Cancer	Drug: sorafenib tosylate	Number of subjects experiencing adverse events while taking sorafenib prior to nephrectomy|Feasibility of neoadjuvant systemic therapy prior to nephrectomy|Response in primary renal tumors|Effects of sorafenib tosylate therapy on gene expression, protein expression, and metabolic profile	UNC Lineberger Comprehensive Cancer Center|Doris Duke Charitable Foundation|Bayer|Amgen	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	LCCC 0603|CDR0000550127	November 2006	June 2009	July 2015	November 30, 2006		April 18, 2017	Lineberger Comprehensive Cancer Center at University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, United States		https://ClinicalTrials.gov/show/NCT00405366
60	NCT02826382	Preliminary Evaluation of Uptake in Bone Metastases and Biodistribution of [68Ga]P15-041		Recruiting	No Results Available	Prostate Cancer|Bone Metastases	Drug: [68Ga]P15-041	Time course of uptake of [68Ga]P15-041 in bone metastases|Time course of whole body distribution of [68Ga]P15-041	Five Eleven Pharma, Inc.	Male	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	511-0001-A	September 20, 2016	December 2019	March 2020	July 11, 2016		April 4, 2019	University of Pennsylvania, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT02826382
61	NCT00427752	Abdominal Exploration Without Incisions		Completed	No Results Available	Pancreatic Cancer	Procedure: Transgastric endoscopic peritoneoscopy.	1) That transgastric endoscopic peritoneoscopy is feasible.|That bacterial abdominal contamination is not clinically significant.	Jeffrey Hazey|Stryker Nordic|Ethicon Endo-Surgery|Ohio State University	All	18 Years to 80 Years   (Adult, Older Adult)	Early Phase 1	20	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: Single (Investigator)|Primary Purpose: Diagnostic	2006H0120	October 2006	January 2012	January 2012	January 29, 2007		May 7, 2012	The Ohio State University Center for Minimally Invasive Surgery, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00427752
62	NCT03575598	Sitravatinib (MGCD516) and Nivolumab in Oral Cavity Cancer Window Opportunity Study	SNOW	Recruiting	No Results Available	Squamous Cell Carcinoma, Head And Neck|Squamous Cell Carcinoma Mouth|Squamous Cell Carcinoma of the Oral Cavity	Drug: Sitravatinib|Biological: Nivolumab	Pharmacodynamic effects with biomarker analyses|Immune effects with biomarker analyses|Toxicities as per NCI CTCAE v5.0|Rate of completion of surgery within the initially planned window|Rate of post-operative complications|Rate of disease progression as per RECIST v1.1 during the pre-operative treatment period|Pathologic treatment effect in tumor and/ or lymph nodes|Rate of nodal extracapsular extension and positive margins|Analysis of plasma Sitravatinib concentration before and after Nivolumab therapy	University Health Network, Toronto|Mirati Therapeutics Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	15	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	SNOW-001	August 30, 2018	August 30, 2020	August 30, 2020	July 2, 2018		September 5, 2018	Princess Margaret Cancer Centre, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT03575598
63	NCT03153410	Pilot Study With CY, Pembrolizumab, GVAX, and IMC-CS4 (LY3022855) in Patients With Borderline Resectable Adenocarcinoma of the Pancreas		Recruiting	No Results Available	Pancreatic Cancer	Drug: Cyclophosphamide|Drug: GVAX|Drug: Pembrolizumab|Drug: IMC-CS4	CD8 T cell density in the primary tumor after neoadjuvant administration of combination immunotherapy by immunohistochemistry (IHC)|Number of participants experiencing study drug-related toxicities|Overall survival (OS)|Disease free survival (DFS)|Objective response rate (ORR) by immune-related RECIST criteria (irRC)|Surgical resectability rate of borderline resectable pancreatic cancer (BRPC)|Pathologic response rate of patients with BRPC|Progression free survival (PFS)	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|Merck Sharp & Dohme Corp.|Eli Lilly and Company	All	18 Years to 100 Years   (Adult, Older Adult)	Early Phase 1	12	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	J1766|IRB00130267	September 7, 2018	September 2020	September 2020	May 15, 2017		March 19, 2019	Sidney Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT03153410
64	NCT03473730	Daratumumab in Treating Patients With Muscle Invasive Bladder Cancer or Metastatic Kidney Cancer		Recruiting	No Results Available	Bladder Urothelial Carcinoma|Clear Cell Renal Cell Carcinoma|Malignant Urinary System Neoplasm|Metastatic Kidney Carcinoma|Stage IV Renal Cell Cancer AJCC v8	Procedure: Biopsy|Biological: Daratumumab|Other: Laboratory Biomarker Analysis|Procedure: Metastasectomy|Procedure: Nephrectomy	Incidence of adverse events|Rate of surgical delay (Bladder cohort)|Incidence of surgical complications (Bladder cohort)|Pathologic response (Bladder cohort)|Best objective response rate (ORR) (Renal cohort)|Progression-free survival (PFS) (Renal cohort)	M.D. Anderson Cancer Center|Janssen Research & Development, LLC|National Cancer Institute (NCI)	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2017-0688|NCI-2018-00800|P30CA016672	May 29, 2018	December 31, 2021	December 31, 2021	March 22, 2018		May 2, 2019	M D Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT03473730
65	NCT03735095	Endobronchial Ultrasound Guided Interstitial Photodynamic Therapy in Treating Patients With Locally Advanced Lung Cancer		Not yet recruiting	No Results Available	Locally Advanced Lung Carcinoma|Non-Small Cell Lung Carcinoma|Small Cell Lung Carcinoma|Stage III Lung Cancer AJCC v8|Stage IIIA Lung Cancer AJCC v8|Stage IIIB Lung Cancer AJCC v8|Stage IIIC Lung Cancer AJCC v8	Drug: Porfimer Sodium|Procedure: Ultrasound-Guided Transbronchial Needle-Delivered Interstitial Photodynamic Therapy	Incidence of adverse events that are >= grade 4 according to the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) version (v) 4.0|Tumor response rate|Progression-free survival (PFS) assessed using modified Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 criteria	Roswell Park Cancer Institute|National Cancer Institute (NCI)|Pinnacle Biologics Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	6	Other|NIH|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	I 279415|NCI-2018-01969|P30CA016056	August 1, 2019	October 1, 2019	November 15, 2020	November 8, 2018		July 16, 2019	Roswell Park Cancer Institute, Buffalo, New York, United States		https://ClinicalTrials.gov/show/NCT03735095
66	NCT03655756	pDNA Intralesional Cancer Vaccine for Cutaneous Melanoma		Recruiting	No Results Available	Cutaneous Melanoma, Stage III|Cutaneous Melanoma, Stage IV	Biological: IFx-Hu2.0	Safety; defined as four of the six patients enrolled having no grade-3 or higher treatment-related adverse events as assessed by CTCAE v5.0.|Feasibility; defined as the ability to treat at least five of the six patients enrolled without dose-limiting toxicity.|Objective response rate (ORR) determined using standard criteria.	Morphogenesis, Inc.|H. Lee Moffitt Cancer Center and Research Institute	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	6	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CM 2017-01	November 5, 2018	September 2019	November 2019	August 31, 2018		February 6, 2019	H. Lee Moffitt Cancer Center, Tampa, Florida, United States		https://ClinicalTrials.gov/show/NCT03655756
67	NCT02113657	T-Cell Responses to Neoantigens Post Treatment With Ipilimumab in Men With Metastatic Castration-Resistant Prostate Cancer		Active, not recruiting	No Results Available	Prostate Cancer	Drug: Ipilimumab	Impact of Ipilimumab on T Cell Responses to prostate cancer neoantigens in both primary tumor and metastatic sites in men with metastatic CRPC	M.D. Anderson Cancer Center|Bristol-Myers Squibb|Stand Up To Cancer|High Impact Clinical Research Support Program	Male	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2013-0444|NCI-2014-01205|SUC2CR-AACR-DT10	August 20, 2014	August 2019	August 2020	April 14, 2014		May 20, 2019	University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT02113657
68	NCT01380795	Feasibility of the Research for Mutation of K-ras and EGFR in CTCs From Metastatic Non Small Cells Bronchial Carcinomas	CTC-Poumon	Completed	No Results Available	Non-small Cell Lung Cancer Metastatic	Biological: CTC	search for the mutation of EGFR and Kras in the CTC of the patient|Compare EGFR/ K-ras status between CTC and the primitive tumor|Monitoring of the mutations of EGFR / K-ras in the CTC of the patients during treatment	Centre Georges Francois Leclerc|AstraZeneca	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening	0416-1cobr10	March 2011	February 2013		June 27, 2011		March 26, 2015	Centre Georges François Leclerc, Dijon, France		https://ClinicalTrials.gov/show/NCT01380795
69	NCT03477110	Temozolomide, Radiation Therapy, and Tumor Treating Fields Therapy in Treating Participants With Glioblastoma		Recruiting	No Results Available	Glioblastoma	Drug: Temozolomide|Radiation: Radiation Therapy|Device: NovoTTF-200A Device|Procedure: Tumor Treating Fields Therapy	NovoTTF-200A device discontinuation rate due to skin toxicity|Progression-free survival|Overall survival|Event-free survival	Sidney Kimmel Cancer Center at Thomas Jefferson University|NovoCure Ltd.|Thomas Jefferson University	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	35	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	17P.346	May 4, 2018	September 2019	September 2020	March 26, 2018		May 20, 2019	Sidney Kimmel Cancer Center at Thomas Jefferson University, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT03477110
70	NCT00864864	Sunitinib Tumor Levels in Patients Not on Enzyme-Inducing Anti-Epileptic Drugs Undergoing Debulking Surgery for Recurrent Glioblastoma		Completed	No Results Available	Glioblastoma|Brain Tumor	Drug: Sunitinib	To assess the ability of sunitinib to achieve a target tumor: plasma ration greater than or equal to 0.2 in patients with recurrent GM.|To determine if there is an association between growth factor receptor inhibition and tumor phenotype, tumor: plasma ratio of sunitinib and overall survival.	Massachusetts General Hospital|Brigham and Women's Hospital|Dana-Farber Cancer Institute|Pfizer	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	8	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	06-307	May 2007	May 2011	May 2013	March 19, 2009		July 7, 2016	Massachusetts General Hospital, Boston, Massachusetts, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT00864864
71	NCT03158883	UCDCC#270: Avelumab and Stereotactic Ablative Radiotherapy in Non-responding and Progressing NSCLC Patients		Recruiting	No Results Available	Metastatic Non-small Cell Lung Cancer (NSCLC)	Drug: Avelumab|Radiation: Stereotactic ablative radiotherapy (SAR)	Overall Response Rate|Overall Survival (OS)|Progression-Free Survival (PFS)|Disease Control Rate (DCR)|Duration of Stable Disease|Duration of Overall Response|Confirmation|Immune Related Response Criteria|Evaluation of Best Overall Response	Megan Daly, MD|EMD Serono|University of California, Davis	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	26	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1054028|UCDCC#270	May 17, 2017	June 1, 2020	June 1, 2021	May 18, 2017		May 1, 2019	UC Davis, Sacramento, California, United States		https://ClinicalTrials.gov/show/NCT03158883
72	NCT02652455	Combining PD-1 Blockade, CD137 Agonism and Adoptive Cell Therapy for Metastatic Melanoma		Active, not recruiting	No Results Available	Melanoma (Skin)|Skin Cancer	Drug: Nivolumab|Procedure: Surgery to Remove Tumor for Growth of TIL|Drug: CD137|Drug: Cyclophosphamide|Drug: Fludarabine|Biological: TIL Infusion|Drug: Interleukin-2	Occurrence of Study Related Adverse Events	H. Lee Moffitt Cancer Center and Research Institute|Bristol-Myers Squibb|Prometheus Inc.|Iovance Biotherapeutics, Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	11	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MCC-18377	March 2, 2016	August 2019	August 2020	January 11, 2016		May 6, 2019	H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States		https://ClinicalTrials.gov/show/NCT02652455
73	NCT03888859	ET1402L1-ARTEMIS™2 T Cells in Alpha Fetoprotein (AFP) Expressing Hepatocellular Carcinoma		Recruiting	No Results Available	Hepatocellular Carcinoma|Liver Cancer|Liver Neoplasms|Metastatic Liver Cancer	Biological: ET1402L1-ARTEMIS™ T cells -IV|Biological: ET1402L1-ARTEMIS™ T cells -intra-hepatic artery|Biological: ET1402L1-ARTEMIS™ T cells -Intratumoral Injections	Number of patients with dose-limiting toxicity|Frequency of ARTEMIS T cell treatment-related adverse events|Rate of disease response by RECIST in the liver|Rate of disease response by RECIST at non-liver sites|Progression free survival (PFS)|Median Survival（MS）|Overall survival（OS）|AFP serum levels|Number of ET1402L1-ARTEMIS™2 T cells in peripheral blood|% of ET1402L1-ARTEMIS™2 T cells in peripheral blood|AFP expression in tumors|Tmax of serum Interleukin (IL)-2, IL-4, IL-6, IL-10, Tumor necrosis factor(TNF)-α and Interferon gamma (INFγ)|AUC of serum IL-2, IL-4, IL-6, IL-10, TNF-α and INFγ|Time to baseline for serum IL-2, IL-4, IL-6, IL-10, TNF-α and INFγ	First Affiliated Hospital Xi'an Jiaotong University|Eureka Therapeutics Inc.|Aeon Therapeutics (Shanghai) Co., Ltd.	All	18 Years to 75 Years   (Adult, Older Adult)	Early Phase 1	27	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	XJTU1AF2017LSL-C002	December 6, 2017	December 6, 2019	January 6, 2020	March 25, 2019		March 27, 2019	The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China		https://ClinicalTrials.gov/show/NCT03888859
74	NCT01868087	Impact Advanced Recovery® for Radical Cystectomy (RC) Patients: a Pilot Study		Completed	No Results Available	Bladder Cancer|Radical Cystectomy|Urinary Bladder Neoplasms|Surgery	Dietary Supplement: Boost Plus®|Dietary Supplement: Impact Advanced Recovery®	Immune and Inflammation Response|preservation of body weight and fat free mass (FFM)|count of infections after surgery|hospital readmission rate	Jill Hamilton-Reeves, PhD RD LD|American Cancer Society, Inc.|Nestlé|University of Kansas Medical Center	Male	40 Years to 90 Years   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	13730	July 2013	March 2016	March 2016	June 4, 2013		April 7, 2016	University of Kansas Medical Center, Kansas City, Kansas, United States		https://ClinicalTrials.gov/show/NCT01868087
75	NCT03980249	Anti-Cancer Effects of Carvedilol With Standard Treatment in Glioblastoma and Response of Peripheral Glioma Circulating Tumor Cells		Not yet recruiting	No Results Available	Glioblastoma|Glioblastoma Multiforme	Drug: Carvedilol	Survival curve of overall survival|Survival curve of progression free survival|Quantify Circulating Tumor Cells (CTCs)	West Virginia University|NovoCure Ltd.|West Virginia Clinical and Translational Science Institute	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	WVU020318	September 2019	December 2021	June 2022	June 10, 2019		July 31, 2019	WVU Cancer Institute - Mary Babb Randolph Cancer Center, Morgantown, West Virginia, United States	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/49/NCT03980249/ICF_000.pdf	https://ClinicalTrials.gov/show/NCT03980249
76	NCT00884520	An Exploratory, Open Label, Multi-Center, Non-Randomized Study of [F-18]VM4-037	VM4-037	Completed	No Results Available	Lung Cancer|Squamous Cell Carcinoma|Head and Neck Cancer|Hepatic Carcinoma|Renal Cell Carcinoma	Drug: [F-18] VM4-037	Safety will be the outcome demonstrated in this clinical trial through analyses of adverse events in subjects who receive study drug.	Siemens Molecular Imaging	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	16	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)	DVM4000	April 2009	March 2010	March 2010	April 20, 2009		March 16, 2010	Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00884520
77	NCT03059940	Smoking Cessation Intervention During Low Dose CT (LDCT) Screening for Lung Cancer		Recruiting	No Results Available	Smoking Cessation	Behavioral: Questionnaires|Procedure: Low Dose Computed Tomography Scan|Other: Shared Decision Making + Video|Behavioral: Cessation Counseling|Behavioral: Quitline|Behavioral: Pharmacotherapy Discussion|Drug: Nicotine Patch|Drug: Anti-Smoking Drug|Behavioral: Tobacco Treatment Program|Other: Carbon Monoxide (CO) Level Test	Smoking Abstinence Rate	M.D. Anderson Cancer Center|National Cancer Institute (NCI)|Pfizer	All	50 Years and older   (Adult, Older Adult)	Early Phase 1	1260	Other|NIH|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	2016-0626|R01-CA 2027078-01|NCI-2018-01219	June 16, 2017	June 2022	June 2023	February 23, 2017		July 16, 2018	University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT03059940
78	NCT01748149	Vemurafenib in Children With Recurrent/Refractory BRAF Gene V600E (BRAFV600E)-Mutant Gliomas		Active, not recruiting	No Results Available	Pediatric Recurrent/Refractory BRAFV600E-mutant Gliomas	Drug: Vemurafenib	Maximum tolerated dose (MTD)/Recommended Phase 2 Dose (RP2D)|Toxicity Profile (dose limiting toxicities)|Concentrations of vemurafenib in the blood found through pharmacokinetic (PK) samples|Objective Response|Intra-tumoral drug concentration Comparison|Progression-free survival	University of California, San Francisco|Genentech, Inc.	All	up to 25 Years   (Child, Adult)	Early Phase 1	40	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CC #120819|NCI-2014-00387	February 2014	January 2020	June 2020	December 12, 2012		March 5, 2019	Children's Hospital Los Angeles, Los Angeles, California, United States|Mattel Children's Hospital UCLA, Los Angeles, California, United States|Children's Hospital and Research Center at Oakland, Oakland, California, United States|Rady Children's Hospital - San Diego, San Diego, California, United States|UCSF Medical Center-Mount Zion, San Francisco, California, United States|UCSF Medical Center-Parnassus, San Francisco, California, United States|Children's National Medical Center, Washington, District of Columbia, United States|University of Florida Health Science Center - Gainesville, Gainesville, Florida, United States|Lurie Children's Hospital-Chicago, Chicago, Illinois, United States|Johns Hopkins University/Sidney Kimmel Cancer Center, Baltimore, Maryland, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|University of Minnesota/Masonic Children's Hospital, Minneapolis, Minnesota, United States|Saint Louis Children's Hospital, Saint Louis, Missouri, United States|Nationwide Children's Hospital, Columbus, Ohio, United States|Oregon Health and Science University, Portland, Oregon, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|St. Jude Children's Research Hospital, Memphis, Tennessee, United States|Texas Children's Hospital, Houston, Texas, United States|Huntsman Cancer Institute/University of Utah, Salt Lake City, Utah, United States|Seattle Children's Hospital, Seattle, Washington, United States|Hospital for Sick Children, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT01748149
79	NCT03131934	Immunotherapy With Tacrolimus Resistant EBV CTL for Lymphoproliferative Disease After Solid Organ Transplant	ITREC	Recruiting	No Results Available	Post-transplant Lymphoproliferative Disease|Transplant-Related Hematologic Malignancy	Biological: Autologous EBV-CTL transduced with vector SFG-CNA12|Biological: Autologous EBV-CTL transduced with control vector SFG-CNA8|Procedure: Leucapheresis	Toxicity at 6 weeks post infusion|Persistence and frequency of circulating EBV CTL|Disease response|Relapse rate|Disease free survival|Organ graft Rejection	University College, London|bluebird bio	All	1 Year to 70 Years   (Child, Adult, Older Adult)	Early Phase 1	18	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	UCL/16/0529	May 31, 2019	June 30, 2020	May 15, 2025	April 27, 2017		June 13, 2019	Great Ormond Street Hospital, London, United Kingdom		https://ClinicalTrials.gov/show/NCT03131934
80	NCT02872025	Pembrolizumab in High-risk Ductal Carcinoma in Situ (DCIS)		Recruiting	No Results Available	Carcinoma, Intraductal, Noninfiltrating	Drug: Pembrolizumab	Maximum tolerated dose (MTD)|Dose-limiting toxicities (DLTs)|Percentage of patients who demonstrate an increase (baseline vs. post intralesional injection) in intralesional CD8+ T cells (treated vs. untreated participants) as measured using multiplex immunofluorescence on FFPE tissue sections	Laura Esserman|Merck Sharp & Dohme Corp.|University of California, San Francisco	Female	18 Years and older   (Adult, Older Adult)	Early Phase 1	48	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	16704	December 12, 2016	March 2019	September 2019	August 18, 2016		June 21, 2018	University of California, San Francisco, San Francisco, California, United States		https://ClinicalTrials.gov/show/NCT02872025
81	NCT03943472	BCMA Chimeric Antigen Receptor Expressing T Cells Therapy for Relapsed/Refractory Multiple Myeloma		Not yet recruiting	No Results Available	Multiple Myeloma	Biological: Anti-BCMA CAR-T cells|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Immune inhibitors	Safety measured by occurrence of study related adverse effects defined by NCI CTCAE 5.0|Overall complete remission rate defined by the standard response criteria for malignant lymphoma for each arm|Duration of CAR-positive T cells in circulation	Hrain Biotechnology Co., Ltd.|Shanghai Changzheng Hospital	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	10	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	anti-BCMA CART	July 2019	November 2021	May 2022	May 9, 2019		June 24, 2019	Shanghai Changzheng Hospital, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT03943472
82	NCT03661554	BCMA Nano Antibody CAR-T Cells for Patients With Refractory and Relapsed Multiple Myeloma	BCMA CAR-T	Recruiting	No Results Available	Relapsed and Refractory Multiple Myeloma	Biological: BCMA CAR-T Cells	Number of participants with treatment-related adverse events as assessed by CTCAE v4.0	The Pregene (ShenZhen) Biotechnology Company, Ltd.|Henan Cancer Hospital	All	18 Years to 75 Years   (Adult, Older Adult)	Early Phase 1	15	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	PRG 1801	April 10, 2018	October 30, 2018	November 30, 2018	September 7, 2018		September 7, 2018	Pregene Shenzhen Biotechnology Co., Ltd., Shenzhen, Guangdong, China		https://ClinicalTrials.gov/show/NCT03661554
83	NCT03559764	Study of BCMA CAR-T in Multiple Myeloma		Not yet recruiting	No Results Available	Relapsed and Refractory Multiple Myeloma	Biological: Anti-BCMA CAR T cells	The safety of CAR T is evaluated to determine if CRS occurred	Allife Medical Science and Technology Co., Ltd.	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	20	Industry	Interventional	Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	BCMA CAR T-HNRM-01	June 2018	February 2020	May 2020	June 18, 2018		June 18, 2018			https://ClinicalTrials.gov/show/NCT03559764
