Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
511	NCT00500565	Pain Management Following TRAM Flap for Breast Reconstruction		Completed	No Results Available	Breast Cancer	Drug: Saline|Drug: Bupivicaine	Total Postoperative Opioid Use by Patient	M.D. Anderson Cancer Center|I-Flow	All	Child, Adult, Older Adult	Not Applicable	61	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	ID03-0046	December 2003	June 2006	June 2008	July 12, 2007		October 11, 2013	U.T.M.D. Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT00500565
512	NCT03941665	Use of Gelronate Gel vs. Aloevera in Preventing/Minimizing Radiation-induced Dermatitis in Breast Cancer Patients		Recruiting	No Results Available	Radiation Dermatitis	Device: Gelronate|Other: Aloevera	Development and degree of any skin reaction|Skin reaction requiring conventional topical therapy	Sheba Medical Center|Ferring Pharmaceuticals	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	120	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention	5652-18-SMC	April 1, 2019	July 2019	August 2019	May 8, 2019		May 31, 2019	Sheba Medical Center, Ramat Gan, Israel	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/65/NCT03941665/Prot_000.pdf	https://ClinicalTrials.gov/show/NCT03941665
513	NCT02409628	EktoTherix™ Regenerative Tissue Scaffold for Repair of Surgical Excision Wounds		Completed	No Results Available	Non-melanoma Skin Cancer|Basal Cell Carcinoma|Squamous Cell Carcinoma	Device: EktoTherix	Incidence of device related adverse events|Cosmesis (cosmetic outcome is assessed by the Vancouver Burn Scar Assessment Scale (VBSAS) score (clinician's assessment) and by a Visual Analogue Scale (VAS)	Neotherix Limited|Lorien Engineering Solutions (a division of GP Strategies Ltd)|Smith & Nephew Advanced Wound Management|NAMSA|Innovate UK	All	18 Years and older   (Adult, Older Adult)	Not Applicable	12	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	EKT01	April 23, 2015	July 2017	July 2017	April 7, 2015		September 15, 2017	The James Cook University Hospital, South Tees Hospitals NHS Foundation Trust, Middlesbrough, North Yorkshire, United Kingdom|Scarborough Hospital, York Teaching Hospital NHS Foundation Trust, Scarborough, North Yorkshire, United Kingdom|The York Hospital, York Teaching Hospital NHS Foundation Trust, York, North Yorkshire, United Kingdom		https://ClinicalTrials.gov/show/NCT02409628
514	NCT03088150	COLLISION Trial - Colorectal Liver Metastases: Surgery vs Thermal Ablation	COLLISION	Recruiting	No Results Available	ColoRectal Cancer|Liver Metastasis Colon Cancer|Liver Metastases|Surgery	Procedure: Thermal ablation|Procedure: Surgical resection	Overall survival (OS)|Disease free survival|Time to progression	VU University Medical Center|Medtronic - MITG	All	18 Years and older   (Adult, Older Adult)	Not Applicable	618	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	NL58551.029.16	July 13, 2017	July 2022	December 2022	March 23, 2017		July 17, 2017	VU University Medical Center, Amsterdam, NH, Netherlands		https://ClinicalTrials.gov/show/NCT03088150
515	NCT03667560	Dermacell ADM Without Basement Membrane		Recruiting	No Results Available	Breast Cancer	Procedure: Dermacell ADM without basement membrane|Procedure: FlexHD	Seroma Formation|Capsular Contracture|Red breast syndrome|QOL|Infection|Histological Assessment	University of Virginia|LifeNet Health	Female	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	120	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	20295	September 1, 2018	May 1, 2021	May 1, 2021	September 12, 2018		September 12, 2018	University of Virginia, Charlottesville, Virginia, United States		https://ClinicalTrials.gov/show/NCT03667560
516	NCT02938104	Multimodal Prehabilitation to Enhance Functional Recovery After Lung Surgery		Completed	No Results Available	Lung Cancer	Dietary Supplement: Whey Protein Isolate Powder|Behavioral: Physical Exercise Program|Behavioral: Relaxation Techniques	Six-minute walk test|Health-related quality of life|Quality of Life|Physical activity level|Depression and anxiety|Nutritional status	Franco Carli|Immunotec Inc.|McGill University Health Center	All	18 Years and older   (Adult, Older Adult)	Not Applicable	120	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	14-193-GEN	August 2014	September 2017	September 2017	October 19, 2016		March 22, 2018	Montreal General Hospital, Montreal, Quebec, Canada		https://ClinicalTrials.gov/show/NCT02938104
517	NCT02921022	Study Of Gemcitabine, Nab-paclitaxel, PEGPH20 and Rivaroxaban for Advanced Pancreatic Adenocarcinoma		Recruiting	No Results Available	Pancreatic Cancer|Advanced Pancreatic Ductal Adenocarcinoma	Drug: Gemcitabine|Drug: Nab-paclitaxel|Drug: PEGPH20	rate of symptomatic TE events	Memorial Sloan Kettering Cancer Center|Halozyme Therapeutics|Miami Cancer Institute	All	18 Years and older   (Adult, Older Adult)	Not Applicable	120	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	16-1066	October 2016	October 2020	October 2020	September 30, 2016		May 23, 2019	Hartford Healthcare Cancer Institute @ Hartford Hospital, Hartford, Connecticut, United States|Miami Cancer Institute, Miami, Florida, United States|Memoral Sloan Kettering Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth, Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen, Montvale, New Jersey, United States|Memorial Sloan Kettering Commack, Commack, New York, United States|Memorial Sloan Kettering Westchester, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States|Lehigh Valley Health Network, Allentown, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT02921022
518	NCT03630393	Ultralow Versus Standard Pneumoperitoneum Pressure	Ultralow	Not yet recruiting	No Results Available	Prostate Cancer	Other: Pneumoperitoneum Pressure 6 mmHg|Other: Pneumoperitoneum Pressure 15 mmHg	Postoperative pain medication use|Postoperative pain scores|Operative ventilation	OhioHealth|ConMed Corporation	Male	18 Years and older   (Adult, Older Adult)	Not Applicable	192	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	1306218	April 2019	April 2020	March 2021	August 14, 2018		March 19, 2019	Dublin Methodist Hospital, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT03630393
519	NCT02628093	A ProspectiveTrial Comparing THUNDERBEAT to the Ligasure Energy Device During Laparoscopic Colon Surgery		Completed	No Results Available	Colon Cancer	Device: THUNDERBEAT|Device: LIGASURE	Overall time for dissection of the soft tissues|dissection time for each stage of the surgery	Weill Medical College of Cornell University|Olympus	All	18 Years and older   (Adult, Older Adult)	Not Applicable	60	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other	1403014955	February 17, 2016	May 2, 2019	May 2, 2019	December 11, 2015		July 23, 2019	Weill Cornell Medical Center- NYPH, New York, New York, United States		https://ClinicalTrials.gov/show/NCT02628093
520	NCT02324283	Comparison of Emergence and Oxygenation During One-lung Ventilation With Desflurane and Propofol Anesthesia		Active, not recruiting	No Results Available	Lung Cancer	Drug: desflurane|Drug: propofol	oxygenation|rapidity of emergence from anesthesia|quality of consiousness|postoperative nausea and vomiting	Juntendo University|Baxter Healthcare Corporation	All	20 Years to 75 Years   (Adult, Older Adult)	Not Applicable	80	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Other	12-97	October 2012	June 2016	October 2019	December 24, 2014		March 2, 2018	University of Juntendo, Bunkyo-ku, Tokyko, Japan		https://ClinicalTrials.gov/show/NCT02324283
521	NCT00205231	A Pilot Study to Examine the Feasibility and Effect of Tumor Necrosis Factor (TNF) Inhibition on HIV Disease		Completed	No Results Available	HIV Infections	Drug: etanercept	changes in CD4 counts|changes in HIV-RNA levels|development of infections|degree of TNF inhibition by measuring TNF levels|changes in hematologic and biochemical laboratory tests	University of Wisconsin, Madison|Immunex Corporation	All	18 Years and older   (Adult, Older Adult)	Not Applicable	25	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2001-557	May 2002	May 1, 2004	May 1, 2004	September 20, 2005		March 22, 2019	University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States		https://ClinicalTrials.gov/show/NCT00205231
522	NCT03504761	ClariCore System Used in Transrectal Ultrasound Guided Prostate Biopsy for Real-Time Tissue Evaluation	SCORE	Recruiting	No Results Available	Cellular Diagnosis, Prostate Cancer	Device: ClariCore Optical Biopsy System	Validation of the tissue classification algorithm|Sensitivity and Specificity|Cancer Detection Rate	Precision Biopsy, Inc.	Male	22 Years and older   (Adult, Older Adult)	Not Applicable	325	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	CIP-1010-B	April 25, 2018	January 2020	December 2020	April 20, 2018		February 15, 2019	The Urology Center of Colorado, Denver, Colorado, United States|Brady Urological Institute, Johns Hopkins Hospital, Baltimore, Maryland, United States|NYU Langone Urology Associates, New York, New York, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, United States|Carolina Urologic Research Center, Myrtle Beach, South Carolina, United States|Urology of San Antonio, San Antonio, Texas, United States		https://ClinicalTrials.gov/show/NCT03504761
523	NCT03528733	Feasibility of Multi-Energy Digital Radiography Detector for Lung Lesions Detection		Recruiting	No Results Available	Lung Tumor|Solitary Pulmonary Nodule	Device: Multi-Energy Digital Radiography Detector System	Multi-Energy images will be compared to baseline Chest CT images for visualizing lung lesions.|Multi-Energy images will be compared to standard radiography images for visualizing lung lesions.	KA Imaging Inc.|Grand River Hospital	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	KAIGRH1	October 22, 2018	January 1, 2019	March 1, 2019	May 18, 2018		November 7, 2018	Grand River Hospital, Kitchener, Ontario, Canada		https://ClinicalTrials.gov/show/NCT03528733
524	NCT03731455	Wise Cortical Strip for Intraoperative Neurophysiological Monitoring	WIN	Recruiting	No Results Available	Brain Tumor Adult|Epilepsy	Device: Wise Cortical Strip	Serious Adverse Device Effects (SADEs) of the Wise Cortical Strip.|The Signal-to-Noise Ratio percentage (SNR%) calculated on Somatosensory Evoked Potential (SEP) signals.|Impedance values measured for the Wise Cortical Strip.|Motor Evoked Potentials (MEPs).|Dedicated usability questionnaire.	Wise S.r.l.|Genae|Fondazione Don Carlo Gnocchi Onlus	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	28	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	001_WCS	April 9, 2019	October 9, 2019	October 9, 2019	November 6, 2018		May 24, 2019	Klinikum der Universitat München, Munich, Germany|IRCCS Humanitas Research Hospital, Rozzano, Milan, Italy|Inselspital, Bern, Switzerland|Luzerner Kantonsspital, Luzern, Switzerland|Universitätsspital, Zürich, Switzerland		https://ClinicalTrials.gov/show/NCT03731455
525	NCT02928640	ClariCore Optical Biopsy System Used in TRUS (Trans-Rectal Ultrasound)-Guided Prostrate Biopsy		Active, not recruiting	No Results Available	Cellular Diagnosis, Prostate Cancer	Device: ClariCore System	Primary Effectiveness|Assessment of Pain|Incidence and frequency of adverse events	Precision Biopsy, Inc.	Male	22 Years and older   (Adult, Older Adult)	Not Applicable	200	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	CIP-1010	September 2016	January 2020	December 2020	October 10, 2016		February 15, 2019	The Urology Center of Colorado, Denver, Colorado, United States|Johns Hopkins Brady Urological Institute- The Johns Hopkins Hospital, Baltimore, Maryland, United States|Comprehensive Urology, Royal Oak, Michigan, United States|Associated Professionals of New York, PLLC, Syracuse, New York, United States|Carolina Urologic Research Center, Myrtle Beach, South Carolina, United States		https://ClinicalTrials.gov/show/NCT02928640
526	NCT01903174	Study of AeroForm Tissue Expander for Breast Reconstruction	ASPIRE	Completed	No Results Available	Breast Cancer|Breast Reconstruction	Device: AeroForm Breast Tissue Expander	Successful Tissue Expansion and Exchange to Permanent Breast Implant unless Precluded by a Non-Device Related Event|Adverse Events related to the Breast Reconstruction Procedure	AirXpanders, Inc.	Female	18 Years to 70 Years   (Adult, Older Adult)	Not Applicable	21	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CTP-0004	June 2012	September 2013	December 2013	July 19, 2013		March 26, 2014	Mount Hospital, Subiaco, Western Australia, Australia		https://ClinicalTrials.gov/show/NCT01903174
527	NCT02323555	Optimize the Requirements and Preparations in Outpatient Chemotherapy		Completed	No Results Available	Cancer|IV Anticancer Therapy	Other: Paramedic telephone consultation	Patient profile for Optima|Satisfaction	Centre Francois Baclesse|Roche Pharma AG	All	18 Years and older   (Adult, Older Adult)	Not Applicable	624	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	OPTIMA	March 2014	July 2016	September 2016	December 23, 2014		February 10, 2017	Centre François Baclese, Caen, France		https://ClinicalTrials.gov/show/NCT02323555
528	NCT03626896	Safety of BBB Disruption Using NaviFUS System in Recurrent Glioblastoma Multiforme (GBM) Patients		Completed	No Results Available	Glioblastoma Multiforme|Brain Tumor|Glioblastoma|Glioma|Neoplasms|Neoplasms, Nerve Tissue	Device: NaviFUS System	Number and severity of AE|Tolerated dose of FUS with the NaviFUS System for transient disruption of the BBB|Quantify the BBB disruption following BBB disruption by the NaviFUS System	NaviFUS Corporation|Chang Gung Memorial Hospital	All	20 Years and older   (Adult, Older Adult)	Not Applicable	6	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility	NF-2017-01	August 17, 2018	May 20, 2019	June 19, 2019	August 13, 2018		June 21, 2019	Linkou Chang Gung Memorial Hospital, Taoyuan City, Taiwan		https://ClinicalTrials.gov/show/NCT03626896
529	NCT02222337	Nueva Vida Intervention for Latina Breast Cancer Survivors and Caregivers		Completed	Has Results	Quality of Life|Breast Cancer	Behavioral: Nueva Vida Intervention	PROMIS Physical Functioning|PROMIS Satisfaction With Social Roles|PROMIS Anxiety|PROMIS Depression|PROMIS Fatigue|Communication - Survivors Only - Patient Satisfaction With Care (PSQ-18 Communication Subscale)|Self-Efficacy - Survivors Only - Cancer Behavior Inventory (CBI)|Satisfaction With Care - Survivors Only - Experience of Care and Health Outcomes (ECHOS-NHL)	Georgetown University|Nueva Vida, Inc.|Latinas Contra Cancer|Gilda's Club NYC|SHARE	All	up to 85 Years   (Child, Adult, Older Adult)	Not Applicable	272	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	AD-13-5635	May 2013	January 24, 2017	December 2017	August 21, 2014	June 3, 2019	June 3, 2019	Latinas Contra Cancer, San Jose, California, United States|Nueva Vida, Washington, District of Columbia, United States|Gilda's Club New York City, New York, New York, United States|SHARE, New York, New York, United States	"Informed Consent Form", https://ClinicalTrials.gov/ProvidedDocs/37/NCT02222337/ICF_000.pdf|"Study Protocol and Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/37/NCT02222337/Prot_SAP_001.pdf	https://ClinicalTrials.gov/show/NCT02222337
530	NCT02627976	Breast Edema Compression Vest		Completed	No Results Available	Edema|Lymphedema|Breast Neoplasm|Breast Cancer	Device: Compression vest, Thuasne	Effect of wearing a compression vest on patient reported outcome pain|Effect of wearing a compression vest on patient reported outcome pain two weeks after wearing a compression vest|Effect of wearing a compression vest on patient reported outcome pain one month after wearing a compression vest|Effect of wearing a compression vest on patient reported outcome pain three months after wearing a compression vest|Effect of wearing a compression vest on patient reported outcome pain six months after wearing a compression vest|Effect of wearing a compression vest on degree of breast edema (CTCAE score)|Effect of wearing a compression vest on patient reported quality of life	UMC Utrecht|Thuasne	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	25	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NL53275.041.15	February 2016	January 2018	January 2018	December 11, 2015		January 30, 2018			https://ClinicalTrials.gov/show/NCT02627976
531	NCT03763851	Cannabis Oil and Radiation Therapy for the Management of Pain		Not yet recruiting	No Results Available	Metastatic Prostate Cancer|Lung Cancer|Breast Cancer	Radiation: Active PPP005|Radiation: Radiotherapy	Cancer pain intensity assessed by Pain Intensity (PI) measurement a numerical rating scale|Cancer pain quality using the Brief Pain Inventory-SF (BPI-SF)|Impact of medical cannabis oil combined with radiation treatment on HRQoL as measured by the EQ-5D-5L|Functional status assessed by the Functional Assessment of Cancer Therapy for Prostate patients (FACT-P).|Fatigue burden assessed by the Brief Fatigue Inventory (BFI).|Cognitive status assessed by the Mini-Cog	Tetra Bio-Pharma|Santé Cannabis|McGill University	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	420	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	PPP005-Ph2/3-01	January 1, 2019	December 31, 2020	December 31, 2020	December 4, 2018		December 4, 2018			https://ClinicalTrials.gov/show/NCT03763851
532	NCT03706534	Breast Ultrasound Image Reviewed With Assistance of Deep Learning Algorithms		Recruiting	No Results Available	Breast Cancer|Breast Lesions|Breast Mass	Procedure: Ultrasound Image review with CADe|Procedure: Ultrasound Image review with CADx|Procedure: Ultrasound Image manual review|Procedure: Biopsy	Concordance rate|Reporting time|Consensus|Accuracy|Sensitivity|Specificity|Area Under Curve	Samsung Medison|University of Rochester	Female	21 Years and older   (Adult, Older Adult)	Not Applicable	300	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Diagnostic	300.08-2018-Samsungmedison-S	September 20, 2018	July 31, 2019	July 31, 2019	October 16, 2018		October 17, 2018	University of Rochester, Rochester, New York, United States		https://ClinicalTrials.gov/show/NCT03706534
533	NCT03887494	Study of the Impact of the Femoral Implant "Y-strut" on Lytic Bone Metastases of the Femoral Neck (WAZA-ARY)	WAZA-ARY	Not yet recruiting	No Results Available	Neoplasms, Bone Tissue|Pain, Intractable|Hip Fractures	Device: Implantation	Measure of Quality of Life for each patient within one month after the implantation|Target lesion fracture within one month after the implantation|Target lesion fracture within 2 months after the implantation|Non-target femoral fracture within 2 months after the implantation|Non-target femoral fracture within one month after the implantation|Analgesic medication needs (type and dose) within one month after the implantation|Analgesic medication needs (type and dose) within 2 months after the implantation|total AE/SAE within one month after the implantation|total AE/SAE within 2 months after the implantation|AE/SAE imputable to the device (number) within one month after the implantation|AE/SAE imputable to the device (number) within 2 months after the implantation|AE/SAE imputable to the implatation (number) within one month after the implantation|AE/SAE imputable to the implatation (number) within 2 months after the implantation|Morphinic mean dose per day within one month after the implantation|Morphinic mean dose per day within 2 months after the implantation|Quality of Life score (EORTC QLQ BM-22) within 2 months after the implantation|Pain score at target site within 2 months after the implantation: VAS|Length of stay within 2 months after the implantation|Exit mode of hospital within 2 months after the implantation	Assistance Publique - Hôpitaux de Paris|Hyprevention	All	18 Years and older   (Adult, Older Adult)	Not Applicable	15	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	K171014J|2018-A01901-54	April 15, 2019	May 22, 2020	June 30, 2020	March 25, 2019		March 28, 2019			https://ClinicalTrials.gov/show/NCT03887494
