Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
383	NCT00802737	Efficacy and Safety of Ofatumumab Retreatment and Maintenance Treatment in Patients With B-cell Chronic Lymphocytic Leukemia (CLL)		Completed	Has Results	Leukaemia, Lymphocytic, Chronic	Drug: Ofatumumab	Number of Participants (Par.) Classified as Responders (Rs) and Non-responders (NRs) for Objective Response in Accordance With the National Cancer Institute Working Group (NCIWG) 1996 Guidelines|Duration of Response|Progression-Free Survival (PFS)|Time to Next Chronic Lymphocytic Leukemia (CLL) Treatment|Overall Survival (OS)|Median Percent Change of Tumor Size (Sum of Products Dimensions [SPD]) From Baseline (Visit 2) at Month 4|Median Percent Change of Tumor Size (Sum of Products Dimensions [SPD]) From Baseline (Visit 2) at Month 12|Median Percent Change of Tumor Size (Sum of Products Dimensions [SPD]) From Baseline (Visit 2) at Month 24|Number of Participants With Negative and Positive Human Anti-human Antibody (HAHA) Results at the Time of Screening and Post Ofatumumab|Number of Participants Who Experienced Any Adverse Event|Number of Participants With the Indicated Major Infections|Number of Participants With Infections Requiring Hospitalization or Intravenous Antibiotics|Cmax and Ctrough at Visit 2 (Week 0) and at Visit 14 (Month 4)	GlaxoSmithKline|Genmab	All	18 Years and older   (Adult, Older Adult)	Phase 4	29	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	111827|GEN416	January 2009	September 2011	May 2013	December 5, 2008	June 26, 2012	May 14, 2014	GSK Investigational Site, Stockholm, Sweden|GSK Investigational Site, Örebro, Sweden		https://ClinicalTrials.gov/show/NCT00802737
384	NCT00168727	Zevalin® Followed by Rituxan® Maintenance in Previously Treated Low Grade Non-Hodgkin’s Lymphoma		Completed	No Results Available	Lymphoma, Non-Hodgkin|Lymphoma, Low-Grade	Drug: ibritumomab tiuxetan (Zevalin®)	Determine overall response rate, event-free survival, time-to-progression, time-to-next-therapy, and freedom-from-relapse in pts with low-grade lymphoma in first or second relapse treated with Zevalin® followed by 2 yrs of Rituxan maintenance therapy|Evaluate relative response rates in populations with and without prior rituximab therapy, in first versus second relapse, and with and without bulky (> 5 cm in greatest diameter) disease.	Biogen	All	18 Years and older   (Adult, Older Adult)	Phase 4	12	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	001-03-ZEV|Former Biogen Idec: 106-I001	June 2003		October 2005	September 15, 2005		October 19, 2006	Loma Linda University, Loma Linda, California, United States|North County Oncology, Oceanside, California, United States|Medical Specialists of Fairfield, Fairfield, Connecticut, United States|Queens Hospital, Honolulu, Hawaii, United States|Northwest Oncology and Hematology, Elk Grove Village, Illinois, United States|Horizon Oncolgy Center, Lafayette, Indiana, United States|Specialists in Hematology/Oncology, St. Louis, Missouri, United States|Presbyterian Hospital Cancer Center, Charlotte, North Carolina, United States		https://ClinicalTrials.gov/show/NCT00168727
385	NCT00090038	Effect of Rituximab on Immunological Recall Response to Specific Antigens in the Treatment of Non-Hodgkin's Lymphoma		Completed	No Results Available	Non-Hodgkin's Lymphoma	Drug: rituximab	To determine whether treatment with rituximab causes a clinically significant effect on immunological recall response to tetanus vaccine in NHL patients|To determine whether NHL patients can mount a primary response to KLH after treatment with rituximab|To determine whether NHL subjects treated with rituximab experience clinically significant changes in antibody titers to a panel of specific antigens	Biogen	All	40 Years and older   (Adult, Older Adult)	Phase 4	168	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	102-12	October 2003	June 2007	November 2007	August 24, 2004		October 20, 2009	USC KECK School of Medicine, Los Angeles, California, United States|Radiant Research, Honolulu, Hawaii, United States|Carle Clinic Association, Urbana, Illinois, United States|Tufts - New England Medical Center, Boston, Massachusetts, United States|Our Lady of Mercy Medical Center, Bronx, New York, United States|University of Pittsburth Cancer Centers, Pittsburgh, Pennsylvania, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|Research Site, Graz, Austria|Research Site, Brno, Czech Republic|Research Site, Hradec Kralove, Czech Republic|Research Site, Olomouc, Czech Republic|Research Site, Praha 10, Czech Republic|Research Site, Praha 2, Czech Republic|Research Site, Dijon, France|Research Site, Lyon, France|Research Site, Paris, France|Research Site, Strasbourg, France|Research Site, Berlin, Germany|Research Site, Bonn, Germany|Research Site, Frankfurt, Germany|Research Site, Giessen, Germany|Research Site, Hamburg, Germany|Research Site, Koblenz, Germany|Research Site, Mainz, Germany|Research Site, Mutlangen, Germany|Research Site, Tubingen, Germany|Research Site, Kaunas, Lithuania|Research Site, Klaipeda, Lithuania|Research Site, Vilnius, Lithuania|Research Site, Brasov, Romania|Research Site, Bucharest, Romania|Research Site, Cluj-Napoca, Romania|Research Site, Craiova, Romania|Research Site, Ekaterinburg, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Nizhniy Novgorod, Russian Federation|Research Site, Obninsk, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Stockholm, Sweden|Research Site, Gaziantep, Turkey|Research Site, Izmir, Turkey|Research Site, Kayseri, Turkey|Research Site, Leeds, United Kingdom|Research Site, Leicester, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Sheffield, United Kingdom		https://ClinicalTrials.gov/show/NCT00090038
386	NCT02596035	An Investigational Immuno-therapy Safety Trial of Nivolumab in Patients With Advanced or Metastatic Renal Cell Carcinoma	CheckMate 374	Active, not recruiting	No Results Available	Renal Cell Carcinoma	Drug: Nivolumab	Incidence of high grade (Grade 3-4 and Grade 5) IMAEs in subjects with advanced or metastatic renal cell carcinoma (RCC) who are treated with nivolumab monotherapy|Median time to onset of high grade (Grade 3-4) IMAEs|Median time to resolution of high grade (Grade 3-4) IMAEs|Percentage of subjects who receive immune modulating medication for the immune-mediated event|Percentage of subjects who receive hormonal replacement therapy for the immune-mediated event|Percentage of subjects who receive ≥ 40 mg prednisone equivalents for the immune-mediated event|Total duration of all immune modulating medications given for the immune-mediated event	Bristol-Myers Squibb	All	18 Years and older   (Adult, Older Adult)	Phase 4	197	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	CA209-374|2015-003286-28	November 30, 2015	May 1, 2018	December 1, 2021	November 4, 2015		November 1, 2018	Arizona Oncology Associates, Phoenix, Arizona, United States|St. Jude Hospital Yorba Linda, Fullerton, California, United States|Cancer Care Associates Medical Group, Inc., Los Angeles, California, United States|Comprehensive Blood And Cancer Center, Los Angeles, California, United States|Local Institution, Los Angeles, California, United States|Central Coast Med Oncology, Santa Maria, California, United States|University Of Colorado, Aurora, Colorado, United States|St. Mary's Hospital Regional Cancer Center, Grand Junction, Colorado, United States|Rocky Mountain Cancer Centers, Lakewood, Colorado, United States|Florida Cancer Specialists S., Fort Myers, Florida, United States|Baptist Health Medical Group Oncology, Miami, Florida, United States|Florida Cancer Specialists, Saint Petersburg, Florida, United States|H. Lee Moffitt Cancer Center, Tampa, Florida, United States|Palm Beach Cancer Institute, West Palm Beach, Florida, United States|Illinois Cancer Specialists, Niles, Illinois, United States|Ft. Wayne Med Onco-Hema Inc, Fort Wayne, Indiana, United States|Norton Cancer Institute, Louisville, Kentucky, United States|Sidney Kimmel Comprehensive Cancer Center At Johns Hopkins, Baltimore, Maryland, United States|Center For Cancer And Blood Disorders, Bethesda, Maryland, United States|HCA Midwest Division, Kansas City, Missouri, United States|Southeast Nebraska Hematology & Oncology Consultants, P.C., Lincoln, Nebraska, United States|Urology Cancer Center Laboratory, Omaha, Nebraska, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Local Institution, Hackensack, New Jersey, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Broome Oncology, Johnson City, New York, United States|Weill Cornell Medical College, New York, New York, United States|Oncology Hematology Care, Inc., Cincinnati, Ohio, United States|Oklahoma Cancer Specialists and Research Institute, LLC, Tulsa, Oklahoma, United States|Northwest Cancer Specialists - East DBA Compass Oncology - East, Portland, Oregon, United States|Local Institution, Springfield, Oregon, United States|Charleston Hematology Oncology Associates, Pa, Charleston, South Carolina, United States|Tennessee Oncology, PLLC, Chattanooga, Tennessee, United States|The West Clinic, Germantown, Tennessee, United States|Tennessee Oncology, PLLC, Nashville, Tennessee, United States|Local Institution, Dallas, Texas, United States|Blue Ridge Cancer Care, DFW Airport, Texas, United States|Cancer Centers of South Texas, DFW Airport, Texas, United States|Nebraska Methodist Hospital, DFW Airport, Texas, United States|Sansum Santa Barbara Medical Foundation Clinic, DFW Airport, Texas, United States|Texas Cancer Center - Sherman, DFW Airport, Texas, United States|The Center For Cancer And Blood Disorders, Fort Worth, Texas, United States|Texas Oncology, P.A., Fort Worth, Texas, United States|Texas Oncology, Houston, Texas, United States|Texas Oncology, Paris, Texas, United States|Virginia Oncology Associates, Norfolk, Virginia, United States|Virginia Cancer Institute, Richmond, Virginia, United States|University Of Washington, Seattle, Washington, United States|Local Institution, Spokane, Washington, United States		https://ClinicalTrials.gov/show/NCT02596035
387	NCT03525834	Safety and Efficacy of Everolimus (Afinitor®) in Chinese Adult Patients With Angiomyolipoma Associated With Tuberous Sclerosis Complex.		Recruiting	No Results Available	Renal Angiomyolipoma	Drug: everolimus	Number of Adverse Events as a Measure of Safety and TolerabilitySafety|Percentage of patients with angiomyolipoma response up to 48 weeks|Percentage of patients with angiomyolipoma progression up to 48 weeks|Change of renal function from baseline (change of creatinine clearance) up to 48 weeks|Change of renal function from baseline (patients with serum creatinine abnormalities)	Novartis Pharmaceuticals|Novartis	All	18 Years and older   (Adult, Older Adult)	Phase 4	40	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CRAD001M2401	November 9, 2018	January 6, 2022	January 6, 2022	May 16, 2018		January 23, 2019	Novartis Investigative Site, Wuhan, Hubei, China|Novartis Investigative Site, Shanghai, Shanghai, China|Novartis Investigative Site, Chengdu, Sichuan, China|Novartis Investigative Site, Beijing, China|Novartis Investigative Site, Beijing, China		https://ClinicalTrials.gov/show/NCT03525834
388	NCT00637988	Barrett's Esophagus - 315 - 3 Way Cross Over		Completed	No Results Available	Barrett's Esophagus	Drug: Esomeprazole|Drug: Aspirin|Drug: Rofecoxib	Measure PGE production in Barrett's metastatic tissue & determine the reduction from baseline of PGE production would be equivalent on Day 10 in esomeprazole 40mg bid + aspirin treatment compared to esomeprazole 40 mg bid + rofecoxib 25 mg qd treatment|To determine in which of the four treatment groups the reduction in the baseline in PGE2 production, COX-2 enzyme activity and PCNA expression in Barrett's metaplastic tissue is the greatest.	AstraZeneca	All	18 Years and older   (Adult, Older Adult)	Phase 4	32	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	316|D9612L00057	April 2002	June 2003	June 2003	March 18, 2008		January 21, 2011			https://ClinicalTrials.gov/show/NCT00637988
389	NCT00637559	Barrett's Esophagus - 315 - 3 Way Cross-Over		Completed	No Results Available	Barrett's Esophagus	Drug: Esomeprazole Magnesium	To compare the total percent time during the 24-hour monitoring period that gastric pH is above 4.0 at steady state in patients when taking: esomeprazole 40mg twice daily, esomeprazole 40mg three times daily, esomeprazole 20 mg three times daily.|Compare total percent time distal esophageal pH is above 4.0 at steady state for each treatment period.	AstraZeneca	All	18 Years and older   (Adult, Older Adult)	Phase 4	50	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double|Primary Purpose: Treatment	315|D9612L00056	March 2002	April 2003	April 2003	March 18, 2008		January 25, 2011			https://ClinicalTrials.gov/show/NCT00637559
390	NCT01898585	An Open-Label Study of Zelboraf (Vemurafenib) in Patients With Braf V600 Mutation Positive Metastatic Melanoma		Active, not recruiting	No Results Available	Malignant Melanoma	Drug: Zelboraf	Safety: Incidence of adverse events|Overall response rate according to Response evaluation criteria in solid tumors (RECIST v1.1)|Progression free survival	Hoffmann-La Roche	All	18 Years and older   (Adult, Older Adult)	Phase 4	60	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ML28711	October 17, 2013	December 10, 2019	December 10, 2019	July 12, 2013		June 10, 2019	National Hospital; Oncotherapy Dept, Bloemfontein, South Africa|Groote Schuur Hospital ( Uni of Capetown ); Oncology Dept, Cape Town, South Africa|Cape Town Oncology Trials, Cape Town, South Africa|Cancercare, Cape Town, South Africa|Cancercare, George, South Africa|Mary Potter Oncology Centre, Groenkloof, South Africa|Medical Oncology Centre of Rosebank; Oncology, Johannesburg, South Africa|University of Pretoria; Department of Medical Oncology, Pretoria, South Africa|Sandton Oncology Medical Group, Sandton, South Africa		https://ClinicalTrials.gov/show/NCT01898585
391	NCT00352261	An Open Label pH Comparison of Esomeprazole and Lansoprazole in Barrett's Esophagus Patients		Completed	No Results Available	Barrett's Esophagus	Drug: Esomeprazole|Drug: Lansoprazole	Compare pharmacodynamic efficacy of esomeprazole 40 mg & lansoprazole 30 mg once daily in controlling intragastric pH in Barrett's Esophagus patients by evaluation of the percentage of time that intragastric pH is >4.0 over a 24 hr period steady state|Compare pharmacodynamic efficacy of esomeprazole 40 mg & lansoprazole 30 mg bid in controlling intragastric pH in BE patients by evaluation of the % of time intragastric pH is >4.0 over 24 hr period at steady state	AstraZeneca	All	18 Years to 70 Years   (Adult, Older Adult)	Phase 4	80	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	D9612L00082	January 2006		April 2007	July 14, 2006		March 26, 2009	Research Site, Phoenix, Arizona, United States|Research Site, Tucson, Arizona, United States|Research Site, North Chicago, Illinois, United States|Research Site, Rochester, Minnesota, United States|Research Site, Kansas City, Missouri, United States|Research SIte, Springfield, Missouri, United States|Research Site, Butte, Montana, United States|Research Site, Cleveland, Ohio, United States|Research Site, Philadelphia, Pennsylvania, United States|Research Site, Knoxville, Tennessee, United States|Research Site, Dallas, Texas, United States|Research Site, Norfolk, Virginia, United States		https://ClinicalTrials.gov/show/NCT00352261
392	NCT01639703	Hepatic Xenetix-CT Perfusion		Completed	Has Results	Hepatocellular Carcinoma	Drug: Xenetix-CT perfusion imaging	Blood Volume (BV) According to Degree of Lesions Differentiation|Blood Flow (BF) According to Degree of Lesions Differentiation|Permeability Surface (PS) According to Degree of Lesions Differentiation|Arterial Liver Perfusion (ALP) According to Degree of Lesions Differentiation|Portal Venous Liver Perfusion (PVP) According to Degree of Lesions Differentiation|Total Liver Perfusion (TLP) According to Degree of Lesions Differentiation|Hepatic Perfusion Index (HPI) According to Degree of Lesions Differentiation|Blood Volume According to Immunohistochemistry Parameter (Glutamine Synthetase)|Blood Volume According to Immunohistochemistry Parameter (CD31)|Blood Flow According to Immunohistochemistry Parameter (Glutamine Synthetase)|Blood Flow According to Immunohistochemistry Parameter (CD31)|Permeability Surface According to Immunohistochemistry Parameter (Glutamine Synthetase)|Permeability Surface According to Immunohistochemistry Parameter (CD31)	Guerbet	All	18 Years and older   (Adult, Older Adult)	Phase 4	96	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	ISO-44-013	April 2012	October 2014	October 2014	July 13, 2012	July 13, 2017	July 13, 2017	AKH, Vienna, Austria|Universitätsklinikum Erlangen, Erlangen, Germany|SMC, Seoul, Korea, Republic of|SNUH, Seoul, Korea, Republic of|Zurich University Hospital, Zurich, Switzerland		https://ClinicalTrials.gov/show/NCT01639703
393	NCT01206764	A Trial of Everolimis in Patients With Advanced Renal Cell Carcinoma.		Completed	Has Results	Renal Cell Carcinoma	Drug: RAD001	PFS (Progression-Free Survival)|Disease Control Rate (Stable Disease [SD] + Partial Response [PR] + Complete Response [CR]);|Objective Response Rate (ORR; Where ORR = CR + PR)|Duration of Response (DOR)|Overall Survival	Novartis Pharmaceuticals|Novartis	All	18 Years and older   (Adult, Older Adult)	Phase 4	143	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CRAD001LIC01	November 11, 2009	June 6, 2017	July 1, 2017	September 22, 2010	June 24, 2019	June 24, 2019	Novartis Investigative Site, Alger, Algeria|Novartis Investigative Site, Oran, Algeria|Novartis Investigative Site, Alexandria, Egypt|Novartis Investigative Site, Cairo, Egypt|Novartis Investigative Site, Mansoura, Egypt|Novartis Investigative Site, Indore, Madhya Pradesh, India|Novartis Investigative Site, Pune, Maharashtra, India|Novartis Investigative Site, Amman, Jordan|Novartis Investigative Site, Ashrafieh, Lebanon|Novartis Investigative Site, Moscow, Russian Federation|Novartis Investigative Site, Samara, Russian Federation|Novartis Investigative Site, Riyadh, Saudi Arabia|Novartis Investigative Site, Cape Town, South Africa|Novartis Investigative Site, Cape Town, South Africa|Novartis Investigative Site, Durban, South Africa|Novartis Investigative Site, Parktown, South Africa|Novartis Investigative Site, Songkhla, Hat Yai, Thailand|Novartis Investigative Site, Bangkok, Thailand|Novartis Investigative Site, Chiang Mai, Thailand|Novartis Investigative Site, Tunis, Tunisie, Tunisia|Novartis Investigative Site, Ariana, Tunisia|Novartis Investigative Site, Sousse, Tunisia	"Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/64/NCT01206764/SAP_000.pdf|"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/64/NCT01206764/Prot_001.pdf	https://ClinicalTrials.gov/show/NCT01206764
394	NCT01263002	A Study With Clevudine Monotherapy or Adefovir and Clevudine Combination in Proportion to Roadmap Concept in Patients With HBV Associated-HCC		Completed	No Results Available	Hepatitis B Associated Hepatocellular Carcinoma	Drug: clevudine, Adefovir	Proportion of patients with HBV DNA levels ＜ 60 IU/mL	Bukwang Pharmaceutical	All	18 Years and older   (Adult, Older Adult)	Phase 4	33	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CLV-413	June 2010	January 2013	September 2013	December 20, 2010		December 18, 2014	Seoul National University Hospital, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT01263002
395	NCT01098760	Hepatocellular Carcinoma - Advanced Stage - Sorafenib Trial in Taiwanese Patients	HATT	Completed	No Results Available	Hepatocellular Carcinoma	Drug: Sorafenib (Nexavar, BAY43-9006) Sorafenib (Nexavar, BAY43-9006) + Nerison Fatty Ointment Sorafenib (Nexavar, BAY43-9006)+Neribas Fatty Ointment	Time to progression|Progression-free survival|Overall survival|Adverse event and serious adverse event (SAE) profiles|Child-Pugh status progression|Plasma Sorafenib exposure (AUC0-12)|For subjects randomized into HFSR study subgroup: overall HFSR incidence in the first 3 weeks of Sorafenib treatment|For HFSR study subgroup: a mean HFSR grade determined at the end of the first 3 weeks of sorafenib treatment.	Bayer	All	18 Years and older   (Adult, Older Adult)	Phase 4	151	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	14898|HATT	August 2010	March 2013	October 2013	April 5, 2010		October 31, 2013	Chia Yi, Taiwan|Hualien county, Taiwan|Kaohsiung City, Taiwan|Kaohsiung City, Taiwan|Taichung City, Taiwan|Taipei City,, Taiwan|Taoyuan, Taiwan		https://ClinicalTrials.gov/show/NCT01098760
396	NCT00706706	Safety And Efficacy Study Of Sunitinib Malate As First-Line Systemic Therapy In Chinese Patients With Metastatic Renal Cell Carcinoma	MRCC RCC	Completed	Has Results	Carcinoma, Renal Cell	Drug: Sunitinib Malate (SU011248)	Progression-free Survival (PFS)|Percentage of Participants With Objective Response (OR)|Overall Survival (OS)|One Year Survival Probability	Pfizer	All	18 Years and older   (Adult, Older Adult)	Phase 4	105	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	A6181132	July 2008	August 2011	August 2011	June 27, 2008	December 20, 2012	January 18, 2013	Pfizer Investigational Site, Guangzhou, Guangdong, China|Pfizer Investigational Site, Wuhan, Hubei, China|Pfizer Investigational Site, Nanjing, Jiangsu, China|Pfizer Investigational Site, Beijing, China|Pfizer Investigational Site, Beijing, China|Pfizer Investigational Site, Beijing, China|Pfizer Investigational Site, Chong qing, China|Pfizer Investigational Site, Shanghai, China|Pfizer Investigational Site, Shanghai, China|Pfizer Investigational Site, Tianjin, China|Pfizer Investigational Site, Xi'an, China		https://ClinicalTrials.gov/show/NCT00706706
397	NCT02625389	Evaluation of Lipiodol® Ultra Fluid in Association With Surgical Glues During Vascular Embolization.	In-Live	Recruiting	No Results Available	Congenital Hemangioma|Hemangioendothelioma|Angiosarcoma|Arteriovenous Malformation	Drug: Lipiodol® Ultra Fluid with surgical glues	Adverse drug reactions during any session of embolization|Adverse drug reactions up to one month follow-up|Adverse events up to one month follow-up|Obliteration rate	Guerbet	All	18 Years and older   (Adult, Older Adult)	Phase 4	125	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	LUF-44-001|CTRI/2017/05/008607|EUPAS15045	November 29, 2017	December 2019	December 2019	December 9, 2015		September 5, 2018	Division of Peripheral Vascular & Endovascular sciences, Medanta-The Medicity Hospital, Gurgaon, Haryana, India|Christian Medical College Hospital, Vellore, Tamil Nadu, India		https://ClinicalTrials.gov/show/NCT02625389
398	NCT02060383	Study of Management of Pasireotide-induced Hyperglycemia in Adult Patients With Cushing's Disease or Acromegaly		Completed	Has Results	Cushing's Disease|Acromegaly	Drug: Pasireotide s.c.|Drug: Sitagliptin|Drug: Liraglutide|Drug: Insulin|Drug: Pasireotide LAR|Drug: Metformin	Change in HbA1c From Randomization to Approximately 16 Weeks|Change in HbA1c From Randomization (R) Over Time Per Randomized Arm|Change in FPG (Fasting Plasma Glucose) From Randomization Until End of Core Phase|Percentage of Participants in the Incretin-based Arm Who Required Anti-diabetic Rescue Therapy With Insulin|Absolute Change in HbA1c From Baseline to End of Core Phase|Absolute Change in FPG From Baseline to End of Core Phase|Percentage of Participants With ≤ 0.3% HbA1c Increase to End of Core Phase	Novartis Pharmaceuticals|Novartis	All	18 Years and older   (Adult, Older Adult)	Phase 4	249	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	CSOM230B2219|2012-002916-16	May 23, 2014	February 5, 2018	March 26, 2018	February 12, 2014	May 29, 2019	May 29, 2019	Diabetes and Endocrine Associates La Mesa Location, Multiple Locations, California, United States|LA Biomedical Research at Harbor UCLA Medical Center SC - SOM230B2219, Torrance, California, United States|Coastal Metabolic Research Centre SC, Ventura, California, United States|East Coast Institute for Research East Coast Inst. for Res(ECIR), Jacksonville, Florida, United States|Washington University SC - SOM230B2411, Saint Louis, Missouri, United States|Great Falls Clinic, Great Falls, Montana, United States|Robert Wood Johnson Medical School - Rutgers SC, New Brunswick, New Jersey, United States|The Mount Sinai Hospital SC, New York, New York, United States|Columbia University Medical Center New York Presbyterian Neuroendocrine Unit, New York, New York, United States|Lenox Hill Hospital/Manhattan Eye, Ear and Throat Hospital SC, New York, New York, United States|Allegheny Endocrinology Associates SC, Pittsburgh, Pennsylvania, United States|Vanderbilt Clinical Trials Center SOM230B2219, Nashville, Tennessee, United States|Baylor College of Medicine Ben Taub General Hosp., Houston, Texas, United States|Virginia Endocrinology Research SC-2, Chesapeake, Virginia, United States|Swedish Medical Center Dept.ofSeattle Neuroscience(2), Seattle, Washington, United States|Novartis Investigative Site, Leuven, Belgium|Novartis Investigative Site, Wilrijk, Belgium|Novartis Investigative Site, Rio de Janeiro, RJ, Brazil|Novartis Investigative Site, Porto Alegre, RS, Brazil|Novartis Investigative Site, Joinville, SC, Brazil|Novartis Investigative Site, São Paulo, SP, Brazil|Novartis Investigative Site, Beijing, Beijing, China|Novartis Investigative Site, Guangzhou, Guangdong, China|Novartis Investigative Site, Chengdu, Sichuan, China|Novartis Investigative Site, Aalborg, Denmark|Novartis Investigative Site, Aarhus, Denmark|Novartis Investigative Site, Herlev, Denmark|Novartis Investigative Site, Odense C, Denmark|Novartis Investigative Site, Erlangen, Germany|Novartis Investigative Site, Freiburg, Germany|Novartis Investigative Site, Oldenburg, Germany|Novartis Investigative Site, Bangalore, Karnataka, India|Novartis Investigative Site, Vellore, Tamil Nadu, India|Novartis Investigative Site, San Isidro, Lima, Peru|Novartis Investigative Site, Warszawa, Poland|Novartis Investigative Site, Wroclaw, Poland|Novartis Investigative Site, Saint Petersburg, Russian Federation|Novartis Investigative Site, Bangkok, Thailand|Novartis Investigative Site, Bangkok, Thailand|Novartis Investigative Site, Songkla, Thailand|Novartis Investigative Site, Altunizade, Turkey|Novartis Investigative Site, Ankara, Turkey|Novartis Investigative Site, Antalya, Turkey	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/83/NCT02060383/Prot_000.pdf|"Statistical Analysis Plan", https://ClinicalTrials.gov/ProvidedDocs/83/NCT02060383/SAP_001.pdf	https://ClinicalTrials.gov/show/NCT02060383
399	NCT00686725	Standard Temodal (Temozolomide) Regimen Versus Standard Regimen Plus Early Postsurgery Temodal for Newly Diagnosed Glioblastoma Multiforme (Study P05572)		Completed	Has Results	Glioblastoma	Drug: Temozolomide|Radiation: Radiotherapy	Overall Survival (OS)|Progression-Free Survival (PFS)|Objective Tumor Assessment After Surgery: Overall Response|Relationship Between O6-methylguanine-DNA Methyltransferase (MGMT) Status and Therapy Response: Overall Survival for the MGMT Positive Group|Relationship Between MGMT Status and Therapy Response: Overall Survival for the MGMT Negative Group|Relationship Between MGMT Status and Therapy Response: Overall Survival Rate for the MGMT Positive Group|Relationship Between MGMT Status and Therapy Response: Overall Survival Rate for the MGMT Negative Group|Relationship Between MGMT Status and Therapy Response: PFS for the MGMT Positive Group|Relationship Between MGMT Status and Therapy Response: PFS for the MGMT Negative Group	Merck Sharp & Dohme Corp.	All	18 Years to 70 Years   (Adult, Older Adult)	Phase 4	99	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	P05572	June 24, 2008	September 28, 2011	September 28, 2011	May 30, 2008	April 4, 2013	June 14, 2017			https://ClinicalTrials.gov/show/NCT00686725
400	NCT04042376	A Study of Ibrutinib (PCI-32765) in Chinese Participants With Relapse or Refractory Waldenstrom's Macroglobulinemia (WM)		Not yet recruiting	No Results Available	Waldenstrom Macroglobulinemia	Drug: Ibrutinib	Overall Response Rate (ORR)|Percentage of Participants Achieving Clinical Response Rate (CRR)|Percentage of Participants Achieving Very Good Partial Response (VGPR) or Better Response|Duration of Response (DOR)|Time to Response (TTR)|Progression Free Survival (PFS)|Overall Survival (OS)|Trough Plasma Concentration (Ctrough) of Ibrutinib|Number of Participants with Adverse Events (AEs) as a Measure of Safety and Tolerability	Janssen Research & Development, LLC	All	18 Years and older   (Adult, Older Adult)	Phase 4	17	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CR108654|54179060WAL4001	November 15, 2019	December 31, 2023	December 31, 2023	August 1, 2019		August 1, 2019	The First Hospital of Jilin University, Changchun, China|Peking Union Medical College Hospital, Dongcheng, China|Fujian Meidical University Union Hospital, Fuzhou, China|Guangdong General Hospital, Guangzhou, China|First affiliated Hospital of Zhejiang University, Hangzhou, China|The People's Hospital of Jiangsu Province, Nanjing, China|Institute of Hematology & Blood Diseases Hospital, Tianjin, China|Wuhan Union Hospital, Wuhan, China|Henan Cancer Hospital, Zhengzhou, China		https://ClinicalTrials.gov/show/NCT04042376
