NCT01253213	BR55
NCT00488982	GM-CSF
NCT03025880	Pembrolizumab
NCT03025880	Gemcitabine
NCT00384176	Cediranib
NCT00384176	Bevacizumab
NCT00384176	5-fluorouracil
NCT00384176	FOLFOX
NCT00384176	Leucovorin
NCT00384176	FOLFOX
NCT00384176	Oxaliplatin
NCT00384176	FOLFOX
NCT02020070	Degarelix
NCT02020070	Ipilimumab
NCT00429507	Sm-EDTMP
NCT03747419	Avelumab
NCT02028988	Enzalutamide
NCT00865709	Sorafenib
NCT00865709	Nexavar
NCT00865709	BAY43-9006
NCT00865709	mFOLFOX6
NCT00865709	5-FU
NCT00865709	levo-leucovorin
NCT00865709	oxaliplatin
NCT00439270	Dasatinib
NCT00439270	Docetaxel
NCT01530334	Gefitinib
NCT03564548	PPP001
NCT01981187	LGX818
NCT03724071	TG6002
NCT03724071	Flucytosine
NCT03724071	5-FC
NCT03724071	Ancotil
NCT00073138	ABT-751
NCT00294190	Topotecan
NCT03639246	AVB-S6-500
NCT03639246	Paclitaxel
NCT03639246	liposomal
NCT03639246	doxorubicin
NCT00129844	Motexafin
NCT00129844	Gadolinium
NCT02860546	TAS-102
NCT02860546	nivolumab
NCT00290966	XRP6976
NCT00421213	Darinaparsin
NCT00251446	Vinflunine
NCT02254785	cabazitaxel
NCT02254785	Abiraterone
NCT00309140	enzastaurin
NCT03328026	SV-BR-1-GM
NCT03328026	Pembrolizumab
NCT03328026	cyclophosphamide
NCT03328026	Interferon
NCT03328026	Inoculation
NCT03480646	CPI-1205
NCT03480646	Enzalutamide
NCT03480646	Abiraterone/Prednisone
NCT00704158	CR011-vcMMAE
NCT00096083	perfusion
NCT00096083	melphalan
NCT00313794	CP-675,206
NCT03000374	Panitumumab
NCT03000374	Oxaliplatin
NCT03000374	Leucovorin
NCT02925000	TLC178
NCT01482715	Rucaparib
NCT02832167	Nivolumab
NCT01647828	OMP-59R5
NCT01647828	Gemcitabine
NCT01647828	Nab-Paclitaxel
NCT00137436	Docetaxel
NCT00137436	Prednisone
NCT00137436	SU011248
NCT01012336	Aprepitant/Ramosetron/Dexamethasone
NCT00191568	Gemcitabine
NCT00191568	Oxaliplatin
NCT00439517	UFOX
NCT00439517	Cetuximab
NCT00439517	FOLFOX4
NCT00439517	Cetuximab
NCT00193076	Gemcitabine
NCT00193076	Carboplatin
NCT00193076	Trastuzumab
NCT01257425	Triptorelin
NCT01257425	Pamoate
NCT01257425	Pamorelin®
NCT00337948	Epoetin
NCT00337948	alfa
NCT00696696	Gemcitabine
NCT00696696	Erlotinib
NCT00696696	Sorafenib
NCT03964337	Cabozantinib
NCT03993379	CX-072
NCT03776812	Relacorilant
NCT03776812	Nab-paclitaxel
NCT03776812	Nab-paclitaxel
NCT03776812	Relacorilant
NCT02025010	abiraterone
NCT02025010	prednisone
NCT02025010	serum
NCT02025010	corticosteroid
NCT02025010	ACTH
NCT00128856	Gemcitabine
NCT00128856	Adriamycine
NCT00128856	Paclitaxel
NCT00193089	Docetaxel
NCT00193089	Vinorelbine
NCT00193089	Trastuzumab
NCT02959437	Azacitidine
NCT02959437	Pembrolizumab
NCT02959437	Epacadostat
NCT02959437	INCB057643
NCT02959437	INCB059872
NCT00064610	VELCADE
NCT00064610	bortezomib
NCT00513656	Oxycodone
NCT00513656	Oxycodone/Naloxone
NCT01328249	eribulin
NCT01328249	mesylate
NCT00286247	INGN
NCT00345735	Fentanyl
NCT02929862	LYC-55716
NCT00193063	Trastuzumab
NCT00193063	Gemcitabine
NCT00291785	CT-2106
NCT00291785	Folinic
NCT00291785	5-FU
NCT00291785	fluorouracil
NCT03568539	IBI308
NCT00038428	TLK286
NCT00165867	E7070
NCT03245151	Lenvatinib
NCT03245151	Everolimus
NCT03261947	TAK-931
NCT02335424	pembrolizumab
NCT00706030	neratinib
NCT00706030	vinorelbine
NCT02981368	18F-DCFPyL
NCT03189914	RX-3117
NCT00398086	Gemcitabine
NCT00398086	Albumin-bound
NCT00398086	paclitaxel
NCT00354978	5-Fluorouracil
NCT00354978	Bevacizumab
NCT00354978	Leucovorin
NCT00354978	Irinotecan
NCT00817739	Leuprorelin
NCT00817739	Flutamide
NCT00918281	Fluciclatide
NCT01968109	Relatlimab
NCT01968109	Nivolumab
NCT01968109	BMS-986213
NCT00083278	MDX-010
NCT02332499	Anlotinib
NCT00626639	palifermin
NCT00626639	Cisplatin
NCT02990468	BMX-001
NCT02990468	Cisplatin
NCT03474822	Blood-stage
NCT03474822	P.vivax
NCT00839332	LY2603618
NCT00839332	Gemcitabine
NCT02869295	NKTR-214
NCT02383927	Tipifarnib
NCT00668811	SU011248
NCT00668811	Sutent
NCT00234416	Gefitinib
NCT00234416	Gemcitabine
NCT02400567	Fluorouracile
NCT02400567	Epirubicin
NCT02400567	Cyclophosphamide
NCT02400567	Letrozole
NCT02400567	Palbociclib
NCT00072787	cisplatin
NCT03219333	Enfortumab
NCT03219333	vedotin
NCT00716794	HE3235
NCT01572727	Paclitaxel
NCT01572727	BKM120
NCT01193140	veliparib
NCT01193140	Temozolomide
NCT03487666	Nivolumab
NCT03487666	Capecitabine
NCT00514267	Docetaxel
NCT00514267	Prednisone
NCT00148070	Docetaxel
NCT00016133	vaccine
NCT00016133	autologous
NCT00016133	tumor
NCT00016133	vaccine
NCT00016133	fluorouracil
NCT00016133	leucovorin
NCT00016133	calcium
NCT03337724	Ipatasertib
NCT03337724	Paclitaxel
NCT03795207	SBRT
NCT03795207	Durvalumab
NCT01434147	preoperative
NCT01434147	chemotherapy
NCT01434147	bevacizumab
NCT01434147	radiochemotherapy
NCT01434147	capecitabine
NCT02987829	TRC253
NCT00406068	Mycobacterial
NCT00406068	wall-DNA
NCT00104650	Bisphosphonate
NCT00104650	162-
NCT02949947	Ferric
NCT02949947	Carboxymaltose
NCT02835924	Regorafenib
NCT01116271	AZD6244
NCT01116271	Irinotecan
NCT00466986	Abraxane
NCT00136955	Irinotecan
NCT03277352	INCAGN01876
NCT03277352	Epacadostat
NCT03277352	Pembrolizumab
NCT02732119	Ribociclib
NCT02732119	Everolimus
NCT02732119	Exemestane
NCT00034619	ALIMTA
NCT00034619	Oxaliplatin
NCT03600233	CVM-1118
NCT00323882	MDX-010
NCT00076011	Vascular
NCT00076011	Endothelial
NCT00076011	VEGFR
NCT00076011	Platelet-Derived
NCT00076011	PDGFR
NCT00076011	inhibitor
NCT03837899	Durvalumab
NCT03837899	Tremelimumab
NCT03837899	Therapy
NCT00588237	Paclitaxel
NCT00588237	Cisplatin
NCT00588237	Bevacizumab
NCT03481998	SHR6390
NCT03481998	Letrozole
NCT03481998	anastrozole
NCT03481998	Fulvestrant
NCT03315364	paclitaxel
NCT03315364	Paclitaxel
NCT03834220	Debio
NCT02706626	brigatinib
NCT02428270	GSK2256098
NCT02428270	Trametinib
NCT00654186	Revlimid
NCT02576431	BAY2757556
NCT02576431	Larotrectinib
NCT02576431	Vitrakvi
NCT02504346	AZD9291
NCT03563157	Aldoxorubicin
NCT03563157	Hydrochloride
NCT03563157	ALT-803
NCT03563157	ETBX-011
NCT03563157	ETBX-021
NCT03563157	ETBX-051
NCT03563157	ETBX-061
NCT03563157	GI-4000
NCT03563157	GI-6207
NCT03563157	GI-6301
NCT03563157	haNK
NCT03563157	Avelumab
NCT03563157	Capecitabine
NCT03563157	Cetuximab
NCT03563157	Cyclophosphamide
NCT03563157	5-Fluorouracil
NCT03563157	Leucovorin
NCT03563157	Nab-paclitaxel
NCT03563157	Oxaliplatin
NCT03563157	Regorafenib
NCT00504998	Rexin-G
NCT00537095	Vandetanib
NCT03754933	Ad/PNP
NCT03754933	Fludarabine
NCT03122509	durvalumab
NCT03122509	tremelimumab
NCT03126110	INCAGN01876
NCT03126110	Nivolumab
NCT03126110	Ipilimumab
NCT03187314	SHR-1210
NCT00319787	Iressa
NCT00473746	prednisone/prednisolone
NCT00473746	dexamethasone
NCT00098345	ZD6474
NCT00098345	vandetanib
NCT00900627	AZD8931
NCT00900627	Paclitaxel
NCT02128126	ISA101/ISA101b
NCT03560531	ZN-c5
NCT03560531	Palbociclib
NCT02227667	MEDI4736
NCT02608073	Capecitabine
NCT02608073	Cisplatin
NCT00831467	CV9103
NCT02562612	SM-88
NCT02244632	Modufolin
NCT02244632	Fluorouracil
NCT02244632	Oxaliplatin
NCT02244632	Irinotecan
NCT02244632	Bevacizumab
NCT00756951	SCV-07
NCT02061761	BMS-986016
NCT02061761	BMS-936558
NCT01373164	Galunisertib
NCT01373164	Gemcitabine
NCT02187783	LEE011
NCT03184870	BMS-813160
NCT03184870	Nivolumab
NCT03184870	Nab-paclitaxel
NCT03184870	Gemcitabine
NCT03184870	5-fluorouracil
NCT03184870	5-FU
NCT03184870	Leucovorin
NCT03184870	Irinotecan
NCT03144843	Apatinib
NCT02172911	INO-3112
NCT00454532	BZL101
NCT00603863	IMMU-107
NCT00603863	hPAM4
NCT00174616	Oxaliplatin
NCT00174616	capecitabine
NCT00174616	radiotherapy
NCT03819010	Recurrence
NCT03819010	Recurrence
NCT01091259	Irinotecan
NCT01091259	Bevacizumab
NCT02132598	cabozantinib
NCT01681472	6R-MTHF
NCT01681472	mg/m2
NCT01681472	Levoleucovorin
NCT01681472	mg/m2
NCT01681472	6R-MTHF
NCT01681472	mg/m2
NCT01681472	Levoleucovorin
NCT01681472	mg/m2
NCT01173497	INIPARIB
NCT01173497	irinotecan
NCT00741260	Neratinib
NCT00741260	Capecitabine
NCT00387127	Lapatinib
NCT00387127	radiotherapy
NCT00387127	cisplatin
NCT00387127	chemotherapy
NCT02117024	Viagenpumatucel-L
NCT02117024	Metronomic
NCT02117024	Cyclophosphamide
NCT02117024	Physician
NCT02117024	Regimen
NCT02117024	Vinorelbine
NCT02117024	Erlotinib
NCT02117024	Gemcitabine
NCT02117024	Paclitaxel
NCT02117024	Docetaxel
NCT02117024	Pemetrexed
NCT00062478	Karenitecin
NCT00062478	BNP1350
NCT01027598	Pazopanib
NCT01027598	Erlotinib
NCT00445198	ABT-263
NCT03668119	Nivolumab
NCT03668119	Ipilimumab
NCT03264066	Cobimetinib
NCT03264066	Atezolizumab
NCT00115414	pegfilgrastim
NCT00115414	docetaxel
NCT00115414	doxorubicin
NCT00115414	cyclophosphamide
NCT01625286	AZD5363
NCT01625286	paclitaxel
NCT01625286	AZD5363when
NCT01625286	paclitaxel
NCT00040586	Antibody
NCT00040586	J591
NCT00040586	Interleukin-2
NCT01455389	DOTAP
NCT01455389	Erlotinib
NCT01455389	Dexamethasone
NCT01455389	Diphenhydramine
NCT01229865	VB-111
NCT04039230	Talazoparib
NCT04039230	Sacituzumab
NCT04039230	Govitecan
NCT00261703	Docetaxel
NCT00261703	Cisplatin
NCT00261703	5-fluorouracil
NCT00261703	5-FU
NCT00261703	radiotherapy
NCT00261703	Cisplatin
NCT00261703	5-fluorouracil
NCT00261703	5-FU
NCT00261703	radiotherapy
NCT02705196	LOAd703
NCT02705196	Gemcitabine
NCT02705196	nab-paclitaxel
NCT00337532	Paclitaxel
NCT00337532	cisplatin
NCT02435121	SAR125844
NCT01666314	Orteronel
NCT01666314	Prednisone
NCT01901653	Rovalpituzumab
NCT01901653	tesirine
NCT01901653	SC16LD6.5
NCT00072748	EKB-569
NCT02422979	RM-1929
NCT01802879	Panobinostat
NCT00193232	Docetaxel
NCT00193232	Bortezomib
NCT00711997	DTA-H19
NCT02596074	Omiganan
NCT02596074	CLS001
NCT03019003	Azacitidine
NCT03019003	Durvalumab
NCT03019003	Tremelimumab
NCT01524978	cetuximab
NCT01524978	vemurafenib
NCT00165854	E7070
NCT01326481	TRC105
NCT01326481	Capecitabine
NCT02964078	Pembrolizumab
NCT02964078	Interleukin-2
NCT03284957	SAR439859
NCT03284957	palbociclib
NCT00548418	Topotecan
NCT00548418	Cisplatin
NCT00548418	Bevacizumab
NCT03588533	Trastuzumab
NCT03588533	Capecitabine
NCT03588533	Cisplatin
NCT00240071	Avastin
NCT00240071	Hormonal
NCT00240071	therapy
NCT00065182	Topotecan/Docetaxel
NCT00065182	Docetaxel
NCT00216099	Pemetrexed
NCT02612194	Crizotinib
NCT03406715	Nivolumab
NCT03406715	Ipilimumab
NCT03406715	Dendritic
NCT03406715	Vaccine
NCT02451007	lurbinectedin
NCT02451007	PM01183
NCT00669565	Bavituximab
NCT00417807	Imatinib
NCT00417807	mesilate
NCT01666782	Trivalent
NCT01666782	Influenza
NCT01666782	Vaccine
NCT01666782	High-Dose
NCT01666782	Influenza
NCT01666782	Vaccine
NCT01833169	BKM120
NCT03280563	Atezolizumab
NCT03280563	MPDL3280A
NCT03280563	anti-programmed
NCT03280563	death-ligand
NCT03280563	PD-L1
NCT03280563	antibody
NCT03280563	Bevacizumab
NCT03280563	Entinostat
NCT03280563	Exemestane
NCT03280563	Fulvestrant
NCT03280563	Ipatasertib
NCT03280563	Tamoxifen
NCT03280563	Abemaciclib
NCT03477175	E7080
NCT03477175	Comparator
NCT03375983	Blood-stage
NCT03375983	P.vivax
NCT00425503	PS-341
NCT00425503	bortezomib
NCT00374868	pemetrexed
NCT00374868	cisplatin
NCT01276548	Genexol®-PM
NCT01276548	Carboplatin
NCT01276548	Genexol®
NCT01276548	Carboplatin
NCT03531320	D07001-softgel
NCT01831726	Dovitinib
NCT01831726	TKI258
NCT00520403	bevacizumab
NCT00520403	Avastin
NCT00520403	Interferon
NCT00520403	alfa-2a
NCT00520403	Vinblastine
NCT02186821	Ceritinib
NCT02882282	Pembrolizumab
NCT00050414	Trabectedin
NCT00050414	Dexamethasone
NCT02750358	Enzalutamide
NCT02844582	Cabazitaxel
NCT02844582	Prednisone
NCT01328171	FOLFOXIRI
NCT01328171	Panitumumab
NCT01328171	FOLFOXIRI
NCT02746796	ONO-4538
NCT02746796	Oxaliplatin
NCT02746796	Tegafur-
NCT02746796	Gimeracil-Oteracil
NCT02746796	potassium
NCT02746796	Capecitabine
NCT02304770	Aminolaevulinic
NCT02304770	photodynamic
NCT02304770	therapy
NCT01288339	Panitumumab
NCT01288339	FOLFOX
NCT01288339	Panitumumab
NCT01288339	FOLFOX
NCT01288339	no-DP
NCT01465802	Dacomitinib
NCT01465802	Doxycycline
NCT01465802	Probiotic
NCT01465802	Alclometasone
NCT00318643	Mitomycin
NCT00318643	Chemophase
NCT03968419	canakinumab
NCT03968419	pembrolizumab
NCT01495247	BEZ235
NCT01495247	Paclitaxel
NCT03258008	Utomilumab
NCT03258008	ISA101b
NCT00154089	EM-1421
NCT03643107	Prednisolone
NCT03042312	Lu177-PSMA-617
NCT00287534	Anastrozole
NCT00287534	Tamoxifen
NCT02499770	Carboplatin
NCT02499770	Trilaciclib
NCT02499770	Etoposide
NCT03530696	Palbociclib
NCT03530696	T-DM1
NCT00312728	bevacizumab
NCT00312728	First-Line
NCT00312728	Chemotherapy
NCT00312728	Second-Line
NCT00312728	Chemotherapy
NCT00291135	letrozole
NCT01264328	Panitumumab
NCT01264328	paclitaxel
NCT00201747	CPT-11
NCT00201747	Mitomycin
NCT03719300	inodiftagene
NCT03719300	vixteplasmid
NCT01789099	peptide
NCT01789099	vaccine
NCT01789099	GM-CSF
NCT01189370	sorafenib
NCT01712217	AT13387
NCT01712217	Crizotinib
NCT03872791	KN046
NCT03872791	Nab-paclitaxel
NCT01111825	Temsirolimus
NCT01111825	Neratinib
NCT00392704	Bevacizumab
NCT00392704	Erlotinib
NCT00392704	Paclitaxel
NCT00392704	5-FU
NCT01799278	MLN8237
NCT02723877	PQR309
NCT02723877	Eribulin
NCT02015676	trastuzumab
NCT02015676	paclitaxel
NCT02015676	Myocet
NCT01147965	Vaccine
NCT03104699	AGEN2034
NCT02734004	Olaparib
NCT02734004	MEDI4736
NCT02734004	Bevacizumab
NCT03507166	RC48-ADC
NCT03983928	TQB2450
NCT03983928	Anlotinib
NCT02890511	Paclitaxel
NCT01262469	lapatinib
NCT01262469	capecitabine
NCT01294202	AT13387
NCT01294202	Imatinib
NCT02764333	TPIV200
NCT02764333	Durvalumab
NCT03704246	Anti-PD-1
NCT03704246	antibody
NCT03568656	CCS1477
NCT03568656	Enzalutamide
NCT00201825	Capecitabine
NCT00201825	Docetaxel
NCT01397305	5,10-methylenetetrahydrofolate
NCT01397305	Pemetrexed
NCT02094261	AZD9291
NCT04042116	Lucitanib
NCT04042116	Nivolumab
NCT03563248	FOLFIRINOX
NCT03563248	Losartan
NCT03563248	Nivolumab
NCT01211483	U3-1287
NCT01211483	Erlotinib
NCT00841828	Epirubicin
NCT00841828	Cyclophosphamide
NCT00841828	Docetaxel
NCT00841828	Lapatinib
NCT00841828	Trastuzumab
NCT03425331	Ipilimumab
NCT03425331	Nivolumab
NCT01040000	NPC-1C/NEO-102
NCT00251433	lapatinib
NCT00251433	docetaxel
NCT00251433	trastuzumab
NCT00251433	Docetaxel
NCT00251433	trastuzumab
NCT03989115	RMC-4630
NCT03989115	Cobimetinib
NCT03380806	LHRH
NCT00526045	AUY922
NCT01823835	GDC-0810
NCT01823835	LHRH
NCT01823835	Palbociclib
NCT00826085	ThermoDox
NCT00826085	Hyperthermia
NCT00247676	Sunitinib
NCT00247676	SU011248
NCT03175666	avelumab
NCT03175666	bevacizumab
NCT03175666	capecitabine
NCT03175666	cisplatin
NCT03175666	cyclophosphamide
NCT03175666	5-Fluorouracil
NCT03175666	Leucovorin
NCT03175666	nab-paclitaxel
NCT03175666	Lovaza
NCT03175666	ALT-803
NCT03175666	ETBX-011
NCT03175666	ETBX-051
NCT03175666	ETBX-061
NCT03175666	GI-4000
NCT03175666	GI-6207
NCT03175666	GI-6301
NCT03175666	haNK
NCT02709993	TAPA-pulsed
NCT02709993	vaccine
NCT02388919	Anlotinib
NCT04025372	GnRH
NCT04025372	Darolutamide
NCT03977467	Atezolizumab
NCT00499655	erlotinib
NCT00499655	hydrochloride
NCT00499655	celecoxib
NCT00499655	fluorescence
NCT00499655	situ
NCT00499655	hybridization
NCT00499655	protein
NCT00499655	gene
NCT03093116	repotrectinib
NCT03093116	TPX-0005
NCT01741038	AlloStim®
NCT03941457	BiCAR-NK
NCT03941457	ROBO1
NCT03941457	CAR-NK
NCT04057365	Nivolumab
NCT04057365	DKN-01
NCT02010203	HS-410
NCT01735071	bevacizumab
NCT01735071	trabectedin
NCT01735071	bevacizumab
NCT01735071	trabectedin
NCT01735071	carboplatin
NCT00473512	Abiraterone
NCT00473512	Dexamethasone
NCT02454972	lurbinectedin
NCT02454972	PM01183
NCT03544723	Ad-P53
NCT01685060	LDK378
NCT02365818	CG0070
NCT01610336	INC280
NCT03785249	MRTX849
NCT01377389	Ipilimumab
NCT01377389	Leuprolide
NCT01377389	Goserelin
NCT01377389	Degarelix
NCT01858883	itacitinib
NCT01858883	Gemcitabine
NCT01858883	nab-paclitaxel
NCT01858883	filgrastim
NCT00533364	beta-glucan
NCT00951665	paclitaxel
NCT00951665	pertuzumab
NCT00951665	Perjeta
NCT00951665	trastuzumab
NCT00951665	emtansine
NCT00951665	Kadcyla
NCT02501096	Lenvatinib
NCT02501096	Pembrolizumab
NCT03949517	68-Ga
NCT03949517	68-Ga
NCT03949517	PSMA11
NCT00721162	Ramucirumab
NCT02657343	Ribociclib
NCT02657343	T-DM1
NCT02657343	Trastuzumab
NCT02657343	Fulvestrant
NCT03241173	INCAGN01949
NCT03241173	Nivolumab
NCT03241173	Ipilimumab
NCT00343044	Topotecan
NCT00343044	Bevacizumab
NCT01898130	bevacizumab
NCT00043394	mg/kg
NCT00043394	Herceptin®
NCT00043394	mg/kg
NCT00043394	mg/kg
NCT00043394	mg/kg
NCT00076310	Docetaxel
NCT00076310	OSI-774
NCT00076310	Cisplatin
NCT01453153	Gemcitabine
NCT01453153	PEGPH20
NCT01019382	Lipidem
NCT01019382	Gemcitabine
NCT01019382	chemotherapy
NCT00270790	Amifostine
NCT00270790	Carboplatin
NCT00270790	Taxol
NCT03417921	ABTL0812
NCT03417921	Gemcitabine
NCT03417921	nab-paclitaxel
NCT00398567	HKI-272
NCT00398567	trastuzumab
NCT02318784	Carfilzomib
NCT01240720	131I-F16SIP
NCT01240720	Radioimmunotherapy
NCT02304367	KRN23
NCT02256852	QBKPN
NCT01081041	Cetuximab
NCT01081041	Cisplatin
NCT01081041	Carboplatin
NCT01081041	5-Fluorouracil
NCT02007005	abnobaVISCUM
NCT02007005	Fraxini
NCT00323869	Bevacizumab
NCT00323869	Gemcitabine
NCT00323869	Carboplatin
NCT02796898	SM88
NCT02796898	SM88
NCT03560479	alpha1H
NCT00140348	Immunotherapy
NCT00140348	GM-CSF
NCT00140348	vaccine
NCT00149396	NV1020
NCT02584634	Avelumab
NCT02584634	PF-06463922
NCT02584634	Crizotinib
NCT03281681	VAL-083
NCT03281681	Dianhydrogalactitol
NCT02340208	L-DOS47
NCT00934856	Docetaxel
NCT00934856	Pertuzumab
NCT00934856	Trastuzumab
NCT00934856	emtansine
NCT02703571	ribociclib
NCT02703571	Trametinib
NCT02489214	donafenib
NCT02489214	tosilate
NCT03556956	Masitinib
NCT03662659	BMS-986213
NCT03662659	Nivolumab
NCT03662659	XELOX
NCT03662659	FOLFOX
NCT00753675	ZD6474
NCT00753675	Vandetanib
NCT00753675	Gemcitabine
NCT03490838	177Lu-PSMA-R2
NCT00140374	Immunotherapy
NCT00140374	GM-CSF
NCT00140374	vaccine
NCT03668431	Dabrafenib
NCT03668431	Trametinib
NCT03668431	PDR001
NCT03992131	Rucaparib
NCT03992131	Lucitanib
NCT03992131	Sacituzumab
NCT03992131	govitecan
NCT03703596	Anlotinib
NCT03703596	Hydrochloride
NCT03703596	Docetaxel
NCT03914794	Pemigatinib
NCT01008475	Cetuximab
NCT01008475	Irinotecan
NCT03130959	Nivolumab
NCT03130959	Ipilimumab
NCT01751308	Cabazitaxel
NCT01751308	XRP6258
NCT00280735	carboplatin
NCT00280735	docetaxel
NCT03751592	Chlorogenic
NCT03773055	NPC-06
NCT02729701	Duavee
NCT02489201	donafenib
NCT02489201	tosilate
NCT02210559	FG-3019
NCT02210559	Gemcitabine
NCT02210559	Nab-paclitaxel
NCT03387098	Aldoxorubicin
NCT03387098	ALT-803
NCT03387098	ETBX-011
NCT03387098	GI-4000
NCT03387098	haNK
NCT03387098	avelumab
NCT03387098	bevacizumab
NCT03387098	Capecitabine
NCT03387098	Cyclophosphamide
NCT03387098	Fluorouracil
NCT03387098	Leucovorin
NCT03387098	nab-Paclitaxel
NCT03387098	lovaza
NCT03387098	Oxaliplatin
NCT03436485	ODM-208
NCT02437136	entinostat
NCT02437136	pembrolizumab
NCT02946021	NIRFLI
NCT03494322	Avelumab
NCT03494322	Cetuximab
NCT00120692	Darbepoetin
NCT00120692	Alfa
NCT00120692	Erythropoietin
NCT01605318	IMMU-130
NCT00889382	OSI-906
NCT00889382	Paclitaxel
NCT00212602	ONO-7436
NCT02608268	MBG453
NCT02608268	PDR001
NCT00548899	Nexavar
NCT00548899	Sorafenib
NCT02344017	ODM-204
NCT02344017	Prednisone
NCT00378131	RC-1291
NCT02711956	ZEN003694
NCT02711956	Enzalutamide
NCT03555149	Regorafenib
NCT03555149	Atezolizumab
NCT03555149	Imprime
NCT03555149	Bevacizumab
NCT03555149	Isatuximab
NCT03555149	Selicrelumab
NCT02465593	PEP503
NCT02465593	5-fluorouracil
NCT02465593	capecitabine
NCT01524848	Pazopanib
NCT03491345	Avelumab
NCT03490032	68Ga-PSMA-R2
NCT03387085	Aldoxorubicin
NCT03387085	N-803
NCT03387085	ETBX-011
NCT03387085	ETBX-051
NCT03387085	ETBX-061
NCT03387085	GI-4000
NCT03387085	GI-6207
NCT03387085	GI-6301
NCT03387085	haNK
NCT03387085	avelumab
NCT03387085	bevacizumab
NCT03387085	Capecitabine
NCT03387085	Cisplatin
NCT03387085	Cyclophosphamide
NCT03387085	5-Fluorouracil
NCT03387085	Leucovorin
NCT03387085	nab-Paclitaxel
NCT01375114	Panax
NCT00609804	Sorafenib
NCT00609804	Erlotinib
NCT02379247	BYL719
NCT02379247	Nab-paclitaxel
NCT00267696	Bevacizumab
NCT00267696	Gemcitabine
NCT00267696	Carboplatin
NCT01075048	Tivantinib
NCT01075048	Cetuximab
NCT01075048	Irinotecan
NCT03223779	TAS-102
NCT00489359	Pemetrexed
NCT00489359	Carboplatin
NCT00489359	Pemetrexed
NCT00489359	Carboplatin
NCT03333616	Ipilimumab
NCT03333616	Nivolumab
NCT00140400	Immunotherapy
NCT00140400	GM-CSF
NCT00140400	vaccine
NCT01396707	Herceptin+XELOX
NCT00097383	ALIMTA
NCT00097383	Epirubicin
NCT02821559	TOMOX
NCT02821559	Bevacizumab
NCT01268059	Carboplatin/Paclitaxel/MEDI-575
NCT01268059	Carboplatin/Paclitaxel
NCT03169777	avelumab
NCT03169777	bevacizumab
NCT03169777	capecitabine
NCT03169777	cetuximab
NCT03169777	Cyclophosphamide
NCT03169777	5-Fluorouracil
NCT03169777	5-FU
NCT03169777	fulvestrant
NCT03169777	leucovorin
NCT03169777	nivolumab
NCT03169777	Lovaza
NCT03169777	oxaliplatin
NCT03169777	ALT-803
NCT03169777	ETBX-011
NCT03169777	ETBX-021
NCT03169777	ETBX-051
NCT03169777	ETBX-061
NCT03169777	GI-4000
NCT03169777	GI-6207
NCT03169777	GI-6301
NCT03169777	haNK
NCT01472731	GC1008
NCT03301805	BLEX
NCT02476786	Goserelin
NCT02476786	Anastrozole
NCT02476786	Exemestane
NCT02476786	Fulvestrant
NCT02476786	Tamoxifen
NCT02415023	fruquintinib+paclitaxel
NCT01927341	MEK162
NCT01927341	Panitumumab
NCT01031381	RAD001
NCT01031381	bevacizumab
NCT00826150	BC-819
NCT00140387	Immunotherapy
NCT00140387	GM-CSF
NCT00140387	vaccine
NCT03098836	ARN-509
NCT03098836	Prednisone
NCT01109524	Cetuximab
NCT01109524	Cisplatin
NCT01109524	Vinorelbine
NCT00186121	Anastrozole
NCT00186121	Arimidex
NCT00186121	Goserelin
NCT00186121	Zoladex
NCT02278133	WNT974
NCT02278133	LGX818
NCT02278133	Cetuximab
NCT02489903	RRx-001
NCT02489903	Cisplatin
NCT02489903	Etoposide
NCT02489903	Carboplatin
NCT02489903	Irinotecan
NCT02489903	Vinorelbine
NCT02489903	Doxil
NCT02489903	Gemcitabine
NCT02489903	Taxane
NCT02489903	Paclitaxel
NCT02489903	Nab-Paclitaxel
NCT02489903	Pemetrexed
NCT02792192	Atezolizumab
NCT02792192	Bacille
NCT02792192	Calmette-Guérin
NCT01091428	Alisertib
NCT01091428	Paclitaxel
NCT03760822	Ramucirumab
NCT03760822	Paclitaxel
NCT03495882	AGEN1884
NCT03495882	AGEN2034
NCT00066716	carboplatin
NCT00066716	celecoxib
NCT00066716	paclitaxel
NCT03113825	AVB-620
NCT01653912	GSK2110183
NCT01653912	carboplatin
NCT01653912	paclitaxel
NCT02236572	Everolimus
NCT02737228	CG200745
NCT02737228	Gemcitabine
NCT02737228	Erlotinib
NCT01876511	MK-3475
NCT00741988	Ixabepilone
NCT00741988	Carboplatin
NCT00741988	Bevacizumab
NCT00193310	Paclitaxel
NCT00193310	Carboplatin
NCT02240238	NC-6004
NCT02240238	Gemcitabine
NCT01625234	X-396
NCT01625234	ensartinib
NCT02774278	Erlotinib
NCT01567891	NYESO-1c259
NCT01934790	Radium-223
NCT01934790	dichloride
NCT01934790	Xofigo
NCT01934790	BAY88-8223
NCT01187212	Capecitabine/Cisplatin
NCT01187212	Sorafenib
NCT01187212	Capecitabine/Cisplatin
NCT00948961	CDX-1401
NCT00948961	Resiquimod
NCT00948961	Poly-ICLC
NCT00948961	CDX-1401
NCT00948961	Resiquimod
NCT00948961	poly-ICLC
NCT02712905	INCB059872
NCT02712905	retinoic
NCT02712905	ATRA
NCT02712905	azacitidine
NCT02712905	nivolumab
NCT03431350	JNJ-63723283
